,HCP_ID,Date,Print,Print Spend,ZIP
64,1066742752,2022-03-28,3653.7,151.07,28089
65,1066742752,2022-04-04,1861.19,202.69,28089
66,1066742752,2022-04-11,3337.82,320.9,28089
67,1066742752,2022-04-18,3078.16,138.96,28089
68,1066742752,2022-04-25,4120.45,152.71,28089
69,1066742752,2022-05-02,4755.0,126.09,28089
70,1066742752,2022-05-09,4519.85,219.11,28089
71,1066742752,2022-05-16,3799.32,233.29,28089
72,1066742752,2022-05-23,3880.06,292.46,28089
73,1066742752,2022-05-30,3107.1,386.57,28089
74,1066742752,2022-06-06,1534.28,206.54,28089
75,1066742752,2022-06-13,4362.98,415.93,28089
76,1066742752,2022-06-20,4961.19,109.18,28089
77,1066742752,2022-06-27,1568.74,234.93,28089
78,1066742752,2022-07-04,3773.59,226.22,28089
79,1066742752,2022-07-11,2383.86,190.97,28089
80,1066742752,2022-07-18,4638.37,319.02,28089
81,1066742752,2022-07-25,1638.74,332.88,28089
82,1066742752,2022-08-01,1638.03,208.74,28089
83,1066742752,2022-08-08,3784.41,403.27,28089
84,1066742752,2022-08-15,2732.34,166.87,28089
85,1066742752,2022-08-22,1846.13,315.84,28089
86,1066742752,2022-08-29,3355.76,447.45,28089
87,1066742752,2022-09-05,2072.55,344.8,28089
88,1066742752,2022-09-12,1010.6,288.5,28089
89,1066742752,2022-09-19,2592.42,148.06,28089
90,1066742752,2022-09-26,4564.95,143.22,28089
91,1066742752,2022-10-03,2061.81,393.6,28089
92,1066742752,2022-10-10,1722.93,130.71,28089
93,1066742752,2022-10-17,4877.41,217.41,28089
94,1066742752,2022-10-24,1242.77,156.42,28089
95,1066742752,2022-10-31,1889.82,483.36,28089
96,1066742752,2022-11-07,1064.38,417.12,28089
97,1066742752,2022-11-14,4123.66,299.85,28089
98,1066742752,2022-11-21,4731.6,105.37,28089
99,1066742752,2022-11-28,2980.82,201.38,28089
100,1066742752,2022-12-05,4047.72,169.3,28089
101,1066742752,2022-12-12,4500.3,262.19,28089
102,1066742752,2022-12-19,1543.47,113.9,28089
103,1066742752,2022-12-26,3757.81,471.38,28089
104,1066742752,2023-01-02,4879.48,449.73,28089
105,1066742752,2023-01-09,2558.14,462.34,28089
106,1066742752,2023-01-16,3574.71,125.33,28089
107,1066742752,2023-01-23,1683.46,254.03,28089
108,1066742752,2023-01-30,2224.91,234.38,28089
109,1066742752,2023-02-06,3939.89,123.55,28089
110,1066742752,2023-02-13,3423.15,234.66,28089
111,1066742752,2023-02-20,4529.63,122.87,28089
112,1066742752,2023-02-27,4886.68,132.37,28089
113,1066742752,2023-03-06,2737.89,442.83,28089
114,1066742752,2023-03-13,2287.59,440.03,28089
115,1066742752,2023-03-20,4852.67,149.1,28089
116,1066742752,2023-03-27,2908.94,192.32,28089
117,1066742752,2023-04-03,4068.13,143.2,28089
118,1066742752,2023-04-10,4099.0,370.17,28089
119,1066742752,2023-04-17,3525.37,273.72,28089
120,1066742752,2023-04-24,3006.3,140.16,28089
121,1066742752,2023-05-01,2079.55,465.36,28089
122,1066742752,2023-05-08,2767.89,261.14,28089
123,1066742752,2023-05-15,1189.34,453.73,28089
124,1066742752,2023-05-22,4013.63,136.66,28089
125,1066742752,2023-05-29,1600.76,149.46,28089
126,1066742752,2023-06-05,3612.78,163.56,28089
127,1066742752,2023-06-12,4980.4,329.46,28089
128,1066742752,2023-06-19,4480.55,392.02,28089
129,1066742752,2023-06-26,1097.94,268.45,28089
130,1066742752,2023-07-03,2446.49,480.88,28089
131,1066742752,2023-07-10,2353.42,374.97,28089
132,1066742752,2023-07-17,3357.92,394.66,28089
133,1066742752,2023-07-24,1245.09,472.32,28089
134,1066742752,2023-07-31,4972.03,321.75,28089
135,1066742752,2023-08-07,1657.31,447.77,28089
136,1066742752,2023-08-14,3589.28,349.57,28089
137,1066742752,2023-08-21,4539.65,392.59,28089
138,1066742752,2023-08-28,4679.06,483.03,28089
139,1066742752,2023-09-04,2379.52,179.17,28089
140,1066742752,2023-09-11,2541.82,487.0,28089
141,1066742752,2023-09-18,1765.62,336.44,28089
142,1066742752,2023-09-25,1337.0,432.99,28089
143,1066742752,2023-10-02,3672.83,308.84,28089
144,1066742752,2023-10-09,3519.97,146.82,28089
145,1066742752,2023-10-16,4445.76,236.06,28089
146,1066742752,2023-10-23,1676.49,105.92,28089
147,1066742752,2023-10-30,1242.81,368.66,28089
148,1066742752,2023-11-06,3873.87,159.55,28089
149,1066742752,2023-11-13,3422.87,293.21,28089
150,1066742752,2023-11-20,4748.76,366.08,28089
151,1066742752,2023-11-27,3081.32,213.51,28089
152,1066742752,2023-12-04,2847.18,198.84,28089
153,1066742752,2023-12-11,3713.55,337.63,28089
154,1066742752,2023-12-18,2185.11,104.83,28089
155,1066742752,2023-12-25,4931.14,121.2,28089
156,2863294428,2021-01-04,3188.05,440.81,38363
157,2863294428,2021-01-11,3484.3,334.77,38363
158,2863294428,2021-01-18,3860.4,223.25,38363
159,2863294428,2021-01-25,2558.56,133.81,38363
160,2863294428,2021-02-01,1018.79,205.82,38363
161,2863294428,2021-02-08,4256.93,344.64,38363
162,2863294428,2021-02-15,1557.67,270.59,38363
163,2863294428,2021-02-22,1078.12,420.9,38363
164,2863294428,2021-03-01,2844.23,210.76,38363
165,2863294428,2021-03-08,4072.53,488.14,38363
166,2863294428,2021-03-15,2612.85,406.18,38363
167,2863294428,2021-03-22,2285.08,403.21,38363
168,2863294428,2021-03-29,4860.43,360.14,38363
169,2863294428,2021-04-05,1955.78,376.05,38363
170,2863294428,2021-04-12,4378.44,261.49,38363
171,2863294428,2021-04-19,3488.03,201.02,38363
172,2863294428,2021-04-26,2818.26,166.34,38363
173,2863294428,2021-05-03,4342.15,138.68,38363
174,2863294428,2021-05-10,1223.36,313.76,38363
175,2863294428,2021-05-17,3329.91,467.31,38363
176,2863294428,2021-05-24,1813.13,411.2,38363
177,2863294428,2021-05-31,3576.28,396.67,38363
178,2863294428,2021-06-07,1629.8,278.58,38363
179,2863294428,2021-06-14,2424.32,379.82,38363
180,2863294428,2021-06-21,3374.14,487.01,38363
181,2863294428,2021-06-28,1554.96,289.43,38363
182,2863294428,2021-07-05,3775.4,247.51,38363
183,2863294428,2021-07-12,4692.77,441.02,38363
184,2863294428,2021-07-19,4491.71,343.62,38363
185,2863294428,2021-07-26,2886.73,247.16,38363
186,2863294428,2021-08-02,1478.78,479.29,38363
187,2863294428,2021-08-09,2054.5,420.83,38363
188,2863294428,2021-08-16,1047.6,252.6,38363
189,2863294428,2021-08-23,3284.42,225.75,38363
190,2863294428,2021-08-30,1775.58,128.58,38363
191,2863294428,2021-09-06,4956.43,454.56,38363
192,2863294428,2021-09-13,2249.41,106.32,38363
193,2863294428,2021-09-20,3162.3,228.6,38363
194,2863294428,2021-09-27,1463.01,416.12,38363
195,2863294428,2021-10-04,2352.7,489.14,38363
196,2863294428,2021-10-11,3824.73,435.89,38363
197,2863294428,2021-10-18,3487.13,324.68,38363
198,2863294428,2021-10-25,2712.14,133.25,38363
199,2863294428,2021-11-01,3949.62,235.94,38363
200,2863294428,2021-11-08,1786.73,145.77,38363
201,2863294428,2021-11-15,1313.38,290.17,38363
202,2863294428,2021-11-22,4347.94,151.48,38363
203,2863294428,2021-11-29,3058.94,251.64,38363
204,2863294428,2021-12-06,3159.67,123.21,38363
205,2863294428,2021-12-13,3140.54,319.99,38363
206,2863294428,2021-12-20,4480.33,179.8,38363
207,2863294428,2021-12-27,4258.96,400.57,38363
208,2863294428,2022-01-03,4657.85,465.17,38363
209,2863294428,2022-01-10,4064.56,470.1,38363
210,2863294428,2022-01-17,2035.82,162.25,38363
211,2863294428,2022-01-24,2121.48,435.95,38363
212,2863294428,2022-01-31,2254.09,427.46,38363
213,2863294428,2022-02-07,2487.89,419.8,38363
214,2863294428,2022-02-14,4388.7,371.15,38363
215,2863294428,2022-02-21,4918.31,392.13,38363
216,2863294428,2022-02-28,1980.55,493.76,38363
217,2863294428,2022-03-07,3735.25,274.3,38363
218,2863294428,2022-03-14,2967.71,406.45,38363
219,2863294428,2022-03-21,4012.95,436.44,38363
220,2863294428,2022-03-28,1962.87,479.23,38363
221,2863294428,2022-04-04,2046.04,292.19,38363
222,2863294428,2022-04-11,1845.49,273.72,38363
223,2863294428,2022-04-18,3599.55,296.74,38363
224,2863294428,2022-04-25,1994.07,254.81,38363
225,2863294428,2022-05-02,3377.93,459.1,38363
226,2863294428,2022-05-09,2694.85,329.95,38363
227,2863294428,2022-05-16,4643.4,436.42,38363
228,2863294428,2022-05-23,1741.39,244.7,38363
229,2863294428,2022-05-30,4154.99,392.41,38363
230,2863294428,2022-06-06,4068.9,163.79,38363
231,2863294428,2022-06-13,2840.35,378.08,38363
232,2863294428,2022-06-20,2623.54,325.79,38363
233,2863294428,2022-06-27,4038.67,301.45,38363
234,2863294428,2022-07-04,3440.91,237.25,38363
235,2863294428,2022-07-11,2460.28,175.06,38363
236,2863294428,2022-07-18,4967.29,342.82,38363
237,2863294428,2022-07-25,1777.68,165.76,38363
238,2863294428,2022-08-01,1914.25,387.12,38363
239,2863294428,2022-08-08,2995.26,314.22,38363
240,2863294428,2022-08-15,3784.23,391.59,38363
241,2863294428,2022-08-22,3986.55,131.9,38363
242,2863294428,2022-08-29,4329.64,169.75,38363
243,2863294428,2022-09-05,3539.33,190.19,38363
244,2863294428,2022-09-12,4304.66,406.05,38363
245,2863294428,2022-09-19,1700.95,320.11,38363
246,2863294428,2022-09-26,3886.77,167.7,38363
247,2863294428,2022-10-03,1585.49,250.3,38363
248,2863294428,2022-10-10,4674.34,127.11,38363
249,2863294428,2022-10-17,2435.49,422.54,38363
250,2863294428,2022-10-24,2376.98,122.04,38363
251,2863294428,2022-10-31,3530.42,483.16,38363
252,2863294428,2022-11-07,3318.61,425.77,38363
253,2863294428,2022-11-14,1056.76,364.21,38363
254,2863294428,2022-11-21,1603.95,379.42,38363
255,2863294428,2022-11-28,3280.41,188.66,38363
256,2863294428,2022-12-05,3340.11,370.46,38363
257,2863294428,2022-12-12,4608.55,455.54,38363
258,2863294428,2022-12-19,4745.69,436.48,38363
259,2863294428,2022-12-26,3163.33,439.66,38363
260,2863294428,2023-01-02,3888.9,395.17,38363
261,2863294428,2023-01-09,1618.11,171.85,38363
262,2863294428,2023-01-16,1721.15,183.67,38363
263,2863294428,2023-01-23,2672.11,226.16,38363
264,2863294428,2023-01-30,1196.39,389.62,38363
265,2863294428,2023-02-06,2612.95,131.18,38363
266,2863294428,2023-02-13,4156.24,107.82,38363
267,2863294428,2023-02-20,3239.44,402.87,38363
268,2863294428,2023-02-27,2490.35,329.63,38363
269,2863294428,2023-03-06,1202.75,194.82,38363
270,2863294428,2023-03-13,3654.34,416.14,38363
271,2863294428,2023-03-20,1457.38,486.5,38363
272,2863294428,2023-03-27,2578.07,469.84,38363
273,2863294428,2023-04-03,3158.79,357.62,38363
274,2863294428,2023-04-10,1703.69,453.89,38363
275,2863294428,2023-04-17,1349.87,494.97,38363
276,2863294428,2023-04-24,2567.87,165.76,38363
277,2863294428,2023-05-01,3422.96,446.28,38363
278,2863294428,2023-05-08,2588.38,103.44,38363
279,2863294428,2023-05-15,4489.05,332.53,38363
280,2863294428,2023-05-22,1371.47,462.41,38363
281,2863294428,2023-05-29,4092.86,313.06,38363
282,2863294428,2023-06-05,2787.08,382.36,38363
283,2863294428,2023-06-12,2448.63,361.94,38363
284,2863294428,2023-06-19,1603.63,156.97,38363
285,2863294428,2023-06-26,2244.24,454.32,38363
286,2863294428,2023-07-03,4401.31,296.84,38363
287,2863294428,2023-07-10,3341.9,351.04,38363
288,2863294428,2023-07-17,2492.77,380.53,38363
289,2863294428,2023-07-24,3432.59,241.74,38363
290,2863294428,2023-07-31,2135.49,492.3,38363
291,2863294428,2023-08-07,2137.18,169.62,38363
292,2863294428,2023-08-14,4338.39,424.33,38363
293,2863294428,2023-08-21,1955.03,439.48,38363
294,2863294428,2023-08-28,4646.65,232.7,38363
295,2863294428,2023-09-04,2314.27,152.38,38363
296,2863294428,2023-09-11,3443.3,377.59,38363
297,2863294428,2023-09-18,1293.56,183.56,38363
298,2863294428,2023-09-25,2081.67,278.42,38363
299,2863294428,2023-10-02,4294.76,189.69,38363
300,2863294428,2023-10-09,4230.35,455.94,38363
301,2863294428,2023-10-16,1802.15,497.15,38363
302,2863294428,2023-10-23,3067.02,320.73,38363
303,2863294428,2023-10-30,3464.3,421.12,38363
304,2863294428,2023-11-06,3613.02,393.94,38363
305,2863294428,2023-11-13,2758.83,335.98,38363
306,2863294428,2023-11-20,1988.39,245.3,38363
307,2863294428,2023-11-27,3526.32,116.4,38363
308,2863294428,2023-12-04,3314.53,320.29,38363
309,2863294428,2023-12-11,1746.79,473.39,38363
310,2863294428,2023-12-18,1334.76,120.61,38363
311,2863294428,2023-12-25,4444.91,436.12,38363
312,8045455637,2021-01-04,2584.96,490.16,31010
313,8045455637,2021-01-11,4901.87,149.99,31010
314,8045455637,2021-01-18,2917.89,121.35,31010
315,8045455637,2021-01-25,2431.03,128.67,31010
316,8045455637,2021-02-01,1643.13,457.07,31010
317,8045455637,2021-02-08,4377.34,443.17,31010
318,8045455637,2021-02-15,1130.62,327.67,31010
319,8045455637,2021-02-22,4096.32,376.66,31010
320,8045455637,2021-03-01,3002.42,148.7,31010
321,8045455637,2021-03-08,4095.84,455.96,31010
322,8045455637,2021-03-15,2073.55,315.84,31010
323,8045455637,2021-03-22,2961.65,393.26,31010
324,8045455637,2021-03-29,4704.19,281.24,31010
325,8045455637,2021-04-05,2849.97,190.44,31010
326,8045455637,2021-04-12,1716.97,115.44,31010
327,8045455637,2021-04-19,4270.32,260.95,31010
328,8045455637,2021-04-26,1292.92,320.46,31010
329,8045455637,2021-05-03,2341.4,488.59,31010
330,8045455637,2021-05-10,2791.21,141.11,31010
331,8045455637,2021-05-17,3552.98,417.37,31010
332,8045455637,2021-05-24,3325.23,409.93,31010
333,8045455637,2021-05-31,2198.85,312.51,31010
334,8045455637,2021-06-07,4308.1,130.07,31010
335,8045455637,2021-06-14,2037.74,350.76,31010
336,8045455637,2021-06-21,3024.17,407.85,31010
337,8045455637,2021-06-28,1712.62,438.93,31010
338,8045455637,2021-07-05,3474.21,181.33,31010
339,8045455637,2021-07-12,1226.0,492.78,31010
340,8045455637,2021-07-19,2775.86,207.03,31010
341,8045455637,2021-07-26,1721.16,197.68,31010
342,8045455637,2021-08-02,2958.95,441.16,31010
343,8045455637,2021-08-09,1833.94,247.28,31010
344,8045455637,2021-08-16,4189.12,365.76,31010
345,8045455637,2021-08-23,1114.82,200.12,31010
346,8045455637,2021-08-30,1509.6,116.52,31010
347,8045455637,2021-09-06,4788.75,348.4,31010
348,8045455637,2021-09-13,3167.11,444.03,31010
349,8045455637,2021-09-20,3365.9,331.08,31010
350,8045455637,2021-09-27,1807.59,348.16,31010
351,8045455637,2021-10-04,3672.01,452.55,31010
352,8045455637,2021-10-11,2701.37,181.57,31010
353,8045455637,2021-10-18,3277.09,489.02,31010
354,8045455637,2021-10-25,1301.22,101.39,31010
355,8045455637,2021-11-01,1143.66,432.54,31010
356,8045455637,2021-11-08,1004.49,188.62,31010
357,8045455637,2021-11-15,4926.12,398.33,31010
358,8045455637,2021-11-22,1875.21,188.76,31010
359,8045455637,2021-11-29,2833.38,130.39,31010
360,8045455637,2021-12-06,3612.25,298.64,31010
361,8045455637,2021-12-13,2677.05,296.11,31010
362,8045455637,2021-12-20,2087.44,185.42,31010
363,8045455637,2021-12-27,1274.18,350.19,31010
364,8045455637,2022-01-03,2976.29,384.42,31010
365,8045455637,2022-01-10,4577.53,497.21,31010
366,8045455637,2022-01-17,1909.79,167.18,31010
367,8045455637,2022-01-24,4648.43,260.64,31010
368,8045455637,2022-01-31,4213.75,154.13,31010
369,8045455637,2022-02-07,2179.35,104.43,31010
370,8045455637,2022-02-14,4959.53,102.26,31010
371,8045455637,2022-02-21,1686.6,323.0,31010
372,8045455637,2022-02-28,4401.5,417.63,31010
373,8045455637,2022-03-07,2012.64,452.1,31010
374,8045455637,2022-03-14,1278.52,232.74,31010
375,8045455637,2022-03-21,2052.11,362.34,31010
376,8045455637,2022-03-28,1153.05,441.74,31010
377,8045455637,2022-04-04,4845.44,194.5,31010
378,8045455637,2022-04-11,4607.88,462.5,31010
379,8045455637,2022-04-18,3505.49,302.8,31010
380,8045455637,2022-04-25,4098.76,307.22,31010
381,8045455637,2022-05-02,3977.07,137.12,31010
382,8045455637,2022-05-09,2140.77,257.73,31010
383,8045455637,2022-05-16,1820.2,192.15,31010
384,8045455637,2022-05-23,4046.72,169.43,31010
385,8045455637,2022-05-30,1448.56,212.15,31010
386,8045455637,2022-06-06,1640.2,181.24,31010
387,8045455637,2022-06-13,4131.88,276.43,31010
388,8045455637,2022-06-20,2736.37,309.94,31010
389,8045455637,2022-06-27,1356.45,494.87,31010
390,8045455637,2022-07-04,4388.48,217.1,31010
391,8045455637,2022-07-11,1227.0,346.93,31010
392,8045455637,2022-07-18,3368.44,223.98,31010
393,8045455637,2022-07-25,2362.37,310.31,31010
394,8045455637,2022-08-01,4516.71,143.69,31010
395,8045455637,2022-08-08,3039.29,274.8,31010
396,8045455637,2022-08-15,2865.57,463.9,31010
397,8045455637,2022-08-22,3177.38,377.97,31010
398,8045455637,2022-08-29,4650.67,220.96,31010
399,8045455637,2022-09-05,2434.8,190.63,31010
400,8045455637,2022-09-12,3607.42,201.52,31010
401,8045455637,2022-09-19,1938.71,494.7,31010
402,8045455637,2022-09-26,3789.38,425.75,31010
403,8045455637,2022-10-03,4875.23,488.42,31010
404,8045455637,2022-10-10,2332.42,307.5,31010
405,8045455637,2022-10-17,4693.61,110.25,31010
406,8045455637,2022-10-24,4664.74,443.2,31010
407,8045455637,2022-10-31,2871.94,306.77,31010
408,8045455637,2022-11-07,1190.65,322.31,31010
409,8045455637,2022-11-14,1492.43,205.57,31010
410,8045455637,2022-11-21,4216.17,301.87,31010
411,8045455637,2022-11-28,4007.54,472.72,31010
412,8045455637,2022-12-05,1684.63,203.8,31010
413,8045455637,2022-12-12,3347.94,479.84,31010
414,8045455637,2022-12-19,4117.2,355.73,31010
415,8045455637,2022-12-26,3716.69,273.05,31010
416,8045455637,2023-01-02,2614.9,494.73,31010
417,8045455637,2023-01-09,4425.55,404.36,31010
418,8045455637,2023-01-16,3878.87,326.84,31010
419,8045455637,2023-01-23,2316.39,273.14,31010
420,8045455637,2023-01-30,1235.43,135.72,31010
421,8045455637,2023-02-06,2537.85,146.28,31010
422,8045455637,2023-02-13,2592.3,185.37,31010
423,8045455637,2023-02-20,2400.12,251.7,31010
424,8045455637,2023-02-27,4177.27,374.25,31010
425,8045455637,2023-03-06,4259.61,245.95,31010
426,8045455637,2023-03-13,4303.34,479.86,31010
427,8045455637,2023-03-20,2109.75,387.48,31010
428,8045455637,2023-03-27,1230.25,308.42,31010
429,8045455637,2023-04-03,1625.36,433.18,31010
430,8045455637,2023-04-10,2657.15,341.72,31010
431,8045455637,2023-04-17,3328.75,141.71,31010
432,8045455637,2023-04-24,1400.57,328.61,31010
433,8045455637,2023-05-01,2259.92,144.56,31010
434,8045455637,2023-05-08,2240.01,176.26,31010
435,8045455637,2023-05-15,1158.65,251.93,31010
436,8045455637,2023-05-22,3722.97,145.3,31010
437,8045455637,2023-05-29,3340.55,160.66,31010
438,8045455637,2023-06-05,1273.53,136.89,31010
439,8045455637,2023-06-12,1839.23,286.24,31010
440,8045455637,2023-06-19,2778.0,290.58,31010
441,8045455637,2023-06-26,2503.52,452.07,31010
442,8045455637,2023-07-03,4538.34,363.16,31010
443,8045455637,2023-07-10,2296.19,174.01,31010
444,8045455637,2023-07-17,3790.93,498.62,31010
445,8045455637,2023-07-24,4277.31,231.12,31010
446,8045455637,2023-07-31,1767.31,427.06,31010
447,8045455637,2023-08-07,2608.96,333.99,31010
448,8045455637,2023-08-14,1170.02,422.55,31010
449,8045455637,2023-08-21,1809.04,405.41,31010
450,8045455637,2023-08-28,3641.23,265.0,31010
451,8045455637,2023-09-04,3134.05,315.05,31010
452,8045455637,2023-09-11,1901.0,151.7,31010
453,8045455637,2023-09-18,4240.34,376.04,31010
454,8045455637,2023-09-25,3485.44,211.34,31010
455,8045455637,2023-10-02,2608.42,158.91,31010
456,8045455637,2023-10-09,4017.66,106.02,31010
457,8045455637,2023-10-16,1011.52,308.38,31010
458,8045455637,2023-10-23,2376.93,157.54,31010
459,8045455637,2023-10-30,3892.18,472.83,31010
460,8045455637,2023-11-06,2122.69,341.06,31010
461,8045455637,2023-11-13,3979.42,346.32,31010
462,8045455637,2023-11-20,2531.88,322.25,31010
463,8045455637,2023-11-27,3898.4,477.28,31010
464,8045455637,2023-12-04,4089.39,226.03,31010
465,8045455637,2023-12-11,3687.32,466.49,31010
466,8045455637,2023-12-18,3075.91,138.24,31010
467,8045455637,2023-12-25,3564.69,341.99,31010
468,5619190708,2021-01-04,1537.73,195.83,41544
469,5619190708,2021-01-11,3687.68,489.46,41544
470,5619190708,2021-01-18,1695.12,345.63,41544
471,5619190708,2021-01-25,2895.4,235.87,41544
472,5619190708,2021-02-01,4656.82,474.9,41544
473,5619190708,2021-02-08,1653.27,382.53,41544
474,5619190708,2021-02-15,4096.19,469.3,41544
475,5619190708,2021-02-22,1292.55,472.77,41544
476,5619190708,2021-03-01,1985.43,443.28,41544
477,5619190708,2021-03-08,4312.81,417.44,41544
478,5619190708,2021-03-15,2175.03,403.89,41544
479,5619190708,2021-03-22,2047.27,223.9,41544
480,5619190708,2021-03-29,4268.64,333.73,41544
481,5619190708,2021-04-05,2205.48,379.83,41544
482,5619190708,2021-04-12,4430.46,323.04,41544
483,5619190708,2021-04-19,1874.77,331.9,41544
484,5619190708,2021-04-26,3342.32,352.36,41544
485,5619190708,2021-05-03,4123.12,492.33,41544
486,5619190708,2021-05-10,1439.71,176.65,41544
487,5619190708,2021-05-17,4259.84,311.58,41544
488,5619190708,2021-05-24,3982.49,266.4,41544
489,5619190708,2021-05-31,4355.42,268.47,41544
490,5619190708,2021-06-07,4786.75,256.41,41544
491,5619190708,2021-06-14,2125.59,140.81,41544
492,5619190708,2021-06-21,4394.01,479.75,41544
493,5619190708,2021-06-28,4577.16,403.98,41544
494,5619190708,2021-07-05,2729.15,223.2,41544
495,5619190708,2021-07-12,2138.27,403.83,41544
496,5619190708,2021-07-19,2379.46,414.05,41544
497,5619190708,2021-07-26,4929.11,175.54,41544
498,5619190708,2021-08-02,1456.45,147.78,41544
499,5619190708,2021-08-09,1235.99,376.37,41544
500,5619190708,2021-08-16,3371.93,325.79,41544
501,5619190708,2021-08-23,3326.44,127.82,41544
502,5619190708,2021-08-30,2165.01,206.34,41544
503,5619190708,2021-09-06,2916.1,451.6,41544
504,5619190708,2021-09-13,4888.65,344.82,41544
505,5619190708,2021-09-20,1987.17,252.27,41544
506,5619190708,2021-09-27,2301.65,181.63,41544
507,5619190708,2021-10-04,4914.02,152.62,41544
508,5619190708,2021-10-11,3265.68,419.47,41544
509,5619190708,2021-10-18,4758.32,180.38,41544
510,5619190708,2021-10-25,1769.09,298.88,41544
511,5619190708,2021-11-01,2537.39,199.73,41544
512,5619190708,2021-11-08,1377.58,245.86,41544
513,5619190708,2021-11-15,2126.28,168.81,41544
514,5619190708,2021-11-22,2472.64,132.65,41544
515,5619190708,2021-11-29,4668.46,339.6,41544
516,5619190708,2021-12-06,2916.98,151.87,41544
517,5619190708,2021-12-13,4109.76,130.16,41544
518,5619190708,2021-12-20,4940.37,437.1,41544
519,5619190708,2021-12-27,2883.89,368.72,41544
520,5619190708,2022-01-03,1355.69,295.41,41544
521,5619190708,2022-01-10,4278.27,131.28,41544
522,5619190708,2022-01-17,1868.15,410.92,41544
523,5619190708,2022-01-24,2833.64,365.98,41544
524,5619190708,2022-01-31,4272.58,158.18,41544
525,5619190708,2022-02-07,2874.21,325.04,41544
526,5619190708,2022-02-14,3459.95,439.11,41544
527,5619190708,2022-02-21,2905.46,226.89,41544
528,5619190708,2022-02-28,4209.57,458.75,41544
529,5619190708,2022-03-07,2434.69,390.54,41544
530,5619190708,2022-03-14,1847.64,136.03,41544
531,5619190708,2022-03-21,2506.14,262.78,41544
532,5619190708,2022-03-28,1456.05,140.91,41544
533,5619190708,2022-04-04,3824.87,387.53,41544
534,5619190708,2022-04-11,1289.99,302.7,41544
535,5619190708,2022-04-18,3238.69,299.44,41544
