,HCP_ID,Date,Calls,Calls Spend,ZIP
48,8705459454,2021-12-06,1298.5,346.98,68503
49,8705459454,2021-12-13,4807.87,224.28,68503
50,8705459454,2021-12-20,3322.58,481.44,68503
51,8705459454,2021-12-27,3601.93,369.25,68503
52,8705459454,2022-01-03,1715.71,297.04,68503
53,8705459454,2022-01-10,2468.33,288.38,68503
54,8705459454,2022-01-17,4203.31,284.28,68503
55,8705459454,2022-01-24,1251.4,462.22,68503
56,8705459454,2022-01-31,3179.26,469.8,68503
57,8705459454,2022-02-07,3289.42,127.85,68503
58,8705459454,2022-02-14,3211.48,330.3,68503
59,8705459454,2022-02-21,1857.36,288.41,68503
60,8705459454,2022-02-28,2837.77,349.15,68503
61,8705459454,2022-03-07,2038.46,332.7,68503
62,8705459454,2022-03-14,1963.81,278.58,68503
63,8705459454,2022-03-21,1490.82,114.92,68503
64,8705459454,2022-03-28,2282.35,209.83,68503
65,8705459454,2022-04-04,2627.74,484.79,68503
66,8705459454,2022-04-11,3088.92,321.27,68503
67,8705459454,2022-04-18,4766.4,468.46,68503
68,8705459454,2022-04-25,4536.45,139.2,68503
69,8705459454,2022-05-02,3537.19,423.24,68503
70,8705459454,2022-05-09,4342.3,331.16,68503
71,8705459454,2022-05-16,1069.98,489.49,68503
72,8705459454,2022-05-23,2888.79,257.44,68503
73,8705459454,2022-05-30,2579.79,269.66,68503
74,8705459454,2022-06-06,1968.72,230.93,68503
75,8705459454,2022-06-13,4941.43,247.27,68503
76,8705459454,2022-06-20,3106.9,439.32,68503
77,8705459454,2022-06-27,3109.71,229.78,68503
78,8705459454,2022-07-04,3095.0,145.63,68503
79,8705459454,2022-07-11,1520.03,377.64,68503
80,8705459454,2022-07-18,4669.84,390.27,68503
81,8705459454,2022-07-25,1298.45,261.16,68503
82,8705459454,2022-08-01,1010.21,304.48,68503
83,8705459454,2022-08-08,1772.82,447.26,68503
84,8705459454,2022-08-15,1417.34,100.57,68503
85,8705459454,2022-08-22,2804.58,162.17,68503
86,8705459454,2022-08-29,3951.95,467.97,68503
87,8705459454,2022-09-05,1167.75,258.23,68503
88,8705459454,2022-09-12,4987.26,393.07,68503
89,8705459454,2022-09-19,4812.75,165.63,68503
90,8705459454,2022-09-26,1885.47,161.92,68503
91,8705459454,2022-10-03,2209.48,389.75,68503
92,8705459454,2022-10-10,1659.79,309.69,68503
93,8705459454,2022-10-17,2076.84,431.68,68503
94,8705459454,2022-10-24,1026.37,189.25,68503
95,8705459454,2022-10-31,3420.96,138.68,68503
96,8705459454,2022-11-07,2865.25,274.48,68503
97,8705459454,2022-11-14,4410.09,350.16,68503
98,8705459454,2022-11-21,3558.81,480.72,68503
99,8705459454,2022-11-28,4929.44,361.36,68503
100,8705459454,2022-12-05,3088.01,343.17,68503
101,8705459454,2022-12-12,2529.77,494.98,68503
102,8705459454,2022-12-19,3820.09,216.4,68503
103,8705459454,2022-12-26,1231.07,117.89,68503
104,8705459454,2023-01-02,1819.65,193.17,68503
105,8705459454,2023-01-09,2660.18,185.94,68503
106,8705459454,2023-01-16,3523.64,184.5,68503
107,8705459454,2023-01-23,1751.51,288.49,68503
108,8705459454,2023-01-30,4554.67,287.32,68503
109,8705459454,2023-02-06,2655.39,331.24,68503
110,8705459454,2023-02-13,2028.85,241.37,68503
111,8705459454,2023-02-20,1855.34,328.72,68503
112,8705459454,2023-02-27,3789.55,369.48,68503
113,8705459454,2023-03-06,2019.27,411.86,68503
114,8705459454,2023-03-13,2023.81,160.12,68503
115,8705459454,2023-03-20,2399.23,339.1,68503
116,8705459454,2023-03-27,1568.01,359.23,68503
117,8705459454,2023-04-03,4452.27,217.26,68503
118,8705459454,2023-04-10,2800.83,191.32,68503
119,8705459454,2023-04-17,2445.05,108.79,68503
120,8705459454,2023-04-24,4815.08,266.36,68503
121,8705459454,2023-05-01,4155.48,157.06,68503
122,8705459454,2023-05-08,4249.42,444.06,68503
123,8705459454,2023-05-15,3861.91,461.28,68503
124,8705459454,2023-05-22,1668.79,290.59,68503
125,8705459454,2023-05-29,3480.44,338.48,68503
126,8705459454,2023-06-05,4444.16,186.28,68503
127,8705459454,2023-06-12,1702.58,201.35,68503
128,8705459454,2023-06-19,4566.2,476.41,68503
129,8705459454,2023-06-26,3278.52,300.55,68503
130,8705459454,2023-07-03,3421.54,346.52,68503
131,8705459454,2023-07-10,1681.22,374.56,68503
132,8705459454,2023-07-17,2809.4,306.95,68503
133,8705459454,2023-07-24,1121.27,405.82,68503
134,8705459454,2023-07-31,4341.71,347.77,68503
135,8705459454,2023-08-07,3994.89,309.08,68503
136,8705459454,2023-08-14,3473.41,257.83,68503
137,8705459454,2023-08-21,4167.5,287.31,68503
138,8705459454,2023-08-28,3720.85,348.57,68503
139,8705459454,2023-09-04,3809.26,414.09,68503
140,8705459454,2023-09-11,3050.85,425.23,68503
141,8705459454,2023-09-18,2989.03,482.65,68503
142,8705459454,2023-09-25,4010.69,168.46,68503
143,8705459454,2023-10-02,4318.34,320.64,68503
144,8705459454,2023-10-09,4937.84,387.53,68503
145,8705459454,2023-10-16,1337.56,257.98,68503
146,8705459454,2023-10-23,3069.1,435.61,68503
147,8705459454,2023-10-30,3917.38,247.74,68503
148,8705459454,2023-11-06,3613.73,330.76,68503
149,8705459454,2023-11-13,1504.21,193.94,68503
150,8705459454,2023-11-20,2364.49,178.19,68503
151,8705459454,2023-11-27,1600.54,123.28,68503
152,8705459454,2023-12-04,4492.41,215.58,68503
153,8705459454,2023-12-11,2161.28,182.49,68503
154,8705459454,2023-12-18,2901.59,305.7,68503
155,8705459454,2023-12-25,1833.13,343.43,68503
156,3625198453,2021-01-04,3892.0,249.54,5053
157,3625198453,2021-01-11,3341.81,300.92,5053
158,3625198453,2021-01-18,1782.19,392.0,5053
159,3625198453,2021-01-25,4205.81,359.52,5053
160,3625198453,2021-02-01,2295.58,470.72,5053
161,3625198453,2021-02-08,2821.43,206.35,5053
162,3625198453,2021-02-15,2632.94,376.83,5053
163,3625198453,2021-02-22,4383.73,242.63,5053
164,3625198453,2021-03-01,1930.5,350.6,5053
165,3625198453,2021-03-08,4684.86,173.32,5053
166,3625198453,2021-03-15,4212.08,290.64,5053
167,3625198453,2021-03-22,4198.05,302.22,5053
168,3625198453,2021-03-29,2509.31,378.7,5053
169,3625198453,2021-04-05,4602.51,228.1,5053
170,3625198453,2021-04-12,2842.99,191.76,5053
171,3625198453,2021-04-19,1733.64,411.16,5053
172,3625198453,2021-04-26,1802.66,417.33,5053
173,3625198453,2021-05-03,2716.87,498.02,5053
174,3625198453,2021-05-10,1789.37,137.19,5053
175,3625198453,2021-05-17,1301.73,434.17,5053
176,3625198453,2021-05-24,2751.11,101.25,5053
177,3625198453,2021-05-31,4499.09,450.77,5053
178,3625198453,2021-06-07,4225.67,199.33,5053
179,3625198453,2021-06-14,2491.01,397.97,5053
180,3625198453,2021-06-21,2957.41,161.53,5053
181,3625198453,2021-06-28,1971.19,489.04,5053
182,3625198453,2021-07-05,1604.05,390.43,5053
183,3625198453,2021-07-12,2912.07,399.44,5053
184,3625198453,2021-07-19,3644.45,275.67,5053
185,3625198453,2021-07-26,2415.64,401.74,5053
186,3625198453,2021-08-02,2292.56,415.11,5053
187,3625198453,2021-08-09,3719.37,331.07,5053
188,3625198453,2021-08-16,2475.2,182.03,5053
189,3625198453,2021-08-23,3841.68,136.54,5053
190,3625198453,2021-08-30,4882.17,491.5,5053
191,3625198453,2021-09-06,1520.89,141.57,5053
192,3625198453,2021-09-13,2650.87,485.47,5053
193,3625198453,2021-09-20,2601.24,245.52,5053
194,3625198453,2021-09-27,3814.34,171.49,5053
195,3625198453,2021-10-04,2453.29,216.52,5053
196,3625198453,2021-10-11,3406.14,165.1,5053
197,3625198453,2021-10-18,3194.81,443.02,5053
198,3625198453,2021-10-25,3056.68,373.4,5053
199,3625198453,2021-11-01,1300.99,279.6,5053
200,3625198453,2021-11-08,1379.57,339.78,5053
201,3625198453,2021-11-15,2124.22,214.91,5053
202,3625198453,2021-11-22,1307.07,224.1,5053
203,3625198453,2021-11-29,3026.71,333.86,5053
204,3625198453,2021-12-06,1266.66,360.58,5053
205,3625198453,2021-12-13,2955.5,314.76,5053
206,3625198453,2021-12-20,4331.19,236.89,5053
207,3625198453,2021-12-27,1696.2,320.72,5053
208,3625198453,2022-01-03,4780.09,307.15,5053
209,3625198453,2022-01-10,4327.65,402.81,5053
210,3625198453,2022-01-17,3073.32,359.02,5053
211,3625198453,2022-01-24,2626.72,312.25,5053
212,3625198453,2022-01-31,3029.14,383.64,5053
213,3625198453,2022-02-07,2639.93,139.91,5053
214,3625198453,2022-02-14,4154.84,373.94,5053
215,3625198453,2022-02-21,4800.49,271.49,5053
216,3625198453,2022-02-28,1312.82,148.65,5053
217,3625198453,2022-03-07,4093.28,127.1,5053
218,3625198453,2022-03-14,4631.3,212.66,5053
219,3625198453,2022-03-21,4595.52,409.4,5053
220,3625198453,2022-03-28,4484.8,185.62,5053
221,3625198453,2022-04-04,3382.77,137.44,5053
222,3625198453,2022-04-11,1809.12,223.96,5053
223,3625198453,2022-04-18,3963.25,109.89,5053
224,3625198453,2022-04-25,4612.47,128.32,5053
225,3625198453,2022-05-02,2505.96,132.44,5053
226,3625198453,2022-05-09,4075.87,156.53,5053
227,3625198453,2022-05-16,4539.03,312.09,5053
228,3625198453,2022-05-23,4793.89,216.14,5053
229,3625198453,2022-05-30,2817.26,377.7,5053
230,3625198453,2022-06-06,4327.65,268.54,5053
231,3625198453,2022-06-13,4569.73,147.19,5053
232,3625198453,2022-06-20,3834.74,239.28,5053
233,3625198453,2022-06-27,1405.34,254.67,5053
234,3625198453,2022-07-04,4520.86,492.21,5053
235,3625198453,2022-07-11,2571.2,454.57,5053
236,3625198453,2022-07-18,3038.62,386.81,5053
237,3625198453,2022-07-25,1181.49,322.92,5053
238,3625198453,2022-08-01,1280.65,207.45,5053
239,3625198453,2022-08-08,3267.26,422.87,5053
240,3625198453,2022-08-15,3243.57,474.48,5053
241,3625198453,2022-08-22,4241.33,162.5,5053
242,3625198453,2022-08-29,2555.83,367.39,5053
243,3625198453,2022-09-05,4753.62,495.09,5053
244,3625198453,2022-09-12,4052.75,329.51,5053
245,3625198453,2022-09-19,4026.44,209.29,5053
246,3625198453,2022-09-26,2134.41,361.74,5053
247,3625198453,2022-10-03,4487.34,487.92,5053
248,3625198453,2022-10-10,2365.34,418.62,5053
249,3625198453,2022-10-17,4406.12,349.27,5053
250,3625198453,2022-10-24,2390.37,347.64,5053
251,3625198453,2022-10-31,3337.8,342.61,5053
252,3625198453,2022-11-07,3477.04,438.82,5053
253,3625198453,2022-11-14,1680.33,246.92,5053
254,3625198453,2022-11-21,3344.01,213.33,5053
255,3625198453,2022-11-28,4912.61,205.26,5053
256,3625198453,2022-12-05,2878.52,450.95,5053
257,3625198453,2022-12-12,1320.25,428.28,5053
258,3625198453,2022-12-19,3284.03,112.72,5053
259,3625198453,2022-12-26,4611.65,115.68,5053
260,3625198453,2023-01-02,3060.87,119.61,5053
261,3625198453,2023-01-09,1284.8,454.88,5053
262,3625198453,2023-01-16,4063.3,178.78,5053
263,3625198453,2023-01-23,3481.87,417.87,5053
264,3625198453,2023-01-30,4558.36,287.32,5053
265,3625198453,2023-02-06,4590.0,303.14,5053
266,3625198453,2023-02-13,3752.91,491.61,5053
267,3625198453,2023-02-20,1943.81,167.41,5053
268,3625198453,2023-02-27,2368.08,165.76,5053
269,3625198453,2023-03-06,2136.65,397.19,5053
270,3625198453,2023-03-13,2910.1,250.02,5053
271,3625198453,2023-03-20,2474.9,177.81,5053
272,3625198453,2023-03-27,2789.65,349.85,5053
273,3625198453,2023-04-03,1556.62,489.13,5053
274,3625198453,2023-04-10,2773.12,479.18,5053
275,3625198453,2023-04-17,1538.64,406.89,5053
276,3625198453,2023-04-24,3470.55,428.03,5053
277,3625198453,2023-05-01,3402.71,485.13,5053
278,3625198453,2023-05-08,3507.73,413.84,5053
279,3625198453,2023-05-15,4510.33,385.83,5053
280,3625198453,2023-05-22,3096.95,209.13,5053
281,3625198453,2023-05-29,4417.97,292.23,5053
282,3625198453,2023-06-05,3482.83,131.69,5053
283,3625198453,2023-06-12,2989.41,379.26,5053
284,3625198453,2023-06-19,3336.29,279.42,5053
285,3625198453,2023-06-26,1893.71,223.87,5053
286,3625198453,2023-07-03,3802.5,189.68,5053
287,3625198453,2023-07-10,3486.91,335.9,5053
288,3625198453,2023-07-17,4881.67,124.31,5053
289,3625198453,2023-07-24,1432.49,302.43,5053
290,3625198453,2023-07-31,3108.44,115.97,5053
291,3625198453,2023-08-07,4303.42,297.89,5053
292,3625198453,2023-08-14,2386.57,227.54,5053
293,3625198453,2023-08-21,4445.63,178.69,5053
294,3625198453,2023-08-28,1641.67,185.27,5053
295,3625198453,2023-09-04,3500.09,424.37,5053
296,3625198453,2023-09-11,2323.91,169.38,5053
297,3625198453,2023-09-18,1836.78,347.67,5053
298,3625198453,2023-09-25,1984.14,450.91,5053
299,3625198453,2023-10-02,1415.57,112.95,5053
300,3625198453,2023-10-09,1353.51,438.26,5053
301,3625198453,2023-10-16,3604.92,483.1,5053
302,3625198453,2023-10-23,2345.19,185.07,5053
303,3625198453,2023-10-30,3247.9,315.13,5053
304,3625198453,2023-11-06,3364.1,239.01,5053
305,3625198453,2023-11-13,1023.59,114.01,5053
306,3625198453,2023-11-20,3655.31,309.3,5053
307,3625198453,2023-11-27,4284.05,220.16,5053
308,3625198453,2023-12-04,4261.89,270.2,5053
309,3625198453,2023-12-11,1386.79,491.16,5053
310,3625198453,2023-12-18,3047.74,351.79,5053
311,3625198453,2023-12-25,3683.19,244.96,5053
312,9709037415,2021-01-04,3990.11,448.11,8016
313,9709037415,2021-01-11,2548.75,362.8,8016
314,9709037415,2021-01-18,4028.5,176.05,8016
315,9709037415,2021-01-25,2330.38,143.52,8016
316,9709037415,2021-02-01,3408.83,420.38,8016
317,9709037415,2021-02-08,3443.35,171.91,8016
318,9709037415,2021-02-15,3185.47,433.97,8016
319,9709037415,2021-02-22,2210.9,433.06,8016
320,9709037415,2021-03-01,4138.49,108.7,8016
321,9709037415,2021-03-08,1957.82,317.18,8016
322,9709037415,2021-03-15,3870.47,452.21,8016
323,9709037415,2021-03-22,3564.17,252.14,8016
324,9709037415,2021-03-29,1738.51,404.01,8016
325,9709037415,2021-04-05,1827.13,378.17,8016
326,9709037415,2021-04-12,1724.85,136.42,8016
327,9709037415,2021-04-19,2004.4,213.97,8016
328,9709037415,2021-04-26,3588.84,164.35,8016
329,9709037415,2021-05-03,4721.23,321.74,8016
330,9709037415,2021-05-10,2963.73,273.88,8016
331,9709037415,2021-05-17,3266.41,108.98,8016
332,9709037415,2021-05-24,4960.35,323.01,8016
333,9709037415,2021-05-31,1140.78,335.99,8016
334,9709037415,2021-06-07,2748.32,109.62,8016
335,9709037415,2021-06-14,4697.72,104.23,8016
336,9709037415,2021-06-21,3311.49,484.72,8016
337,9709037415,2021-06-28,1950.42,201.67,8016
338,9709037415,2021-07-05,1001.69,126.54,8016
339,9709037415,2021-07-12,1179.55,429.06,8016
340,9709037415,2021-07-19,4346.95,390.68,8016
341,9709037415,2021-07-26,2410.98,428.5,8016
342,9709037415,2021-08-02,3159.1,221.72,8016
343,9709037415,2021-08-09,2749.11,126.31,8016
344,9709037415,2021-08-16,4779.63,347.65,8016
345,9709037415,2021-08-23,3924.94,370.63,8016
346,9709037415,2021-08-30,3671.0,106.9,8016
347,9709037415,2021-09-06,3101.49,428.68,8016
348,9709037415,2021-09-13,1178.08,482.47,8016
349,9709037415,2021-09-20,2696.64,215.96,8016
350,9709037415,2021-09-27,3127.29,420.49,8016
351,9709037415,2021-10-04,2899.02,358.04,8016
352,9709037415,2021-10-11,2999.66,352.51,8016
353,9709037415,2021-10-18,1552.12,115.47,8016
354,9709037415,2021-10-25,1547.61,214.34,8016
355,9709037415,2021-11-01,2013.42,346.07,8016
356,9709037415,2021-11-08,2823.56,115.52,8016
357,9709037415,2021-11-15,1139.46,136.24,8016
358,9709037415,2021-11-22,2412.32,102.47,8016
359,9709037415,2021-11-29,2975.95,244.27,8016
360,9709037415,2021-12-06,3221.77,388.33,8016
361,9709037415,2021-12-13,2003.89,162.83,8016
362,9709037415,2021-12-20,2112.21,100.71,8016
363,9709037415,2021-12-27,1480.05,400.33,8016
364,9709037415,2022-01-03,1891.23,497.72,8016
365,9709037415,2022-01-10,1671.33,415.51,8016
366,9709037415,2022-01-17,3820.18,228.85,8016
367,9709037415,2022-01-24,2322.96,325.42,8016
368,9709037415,2022-01-31,4409.5,254.47,8016
369,9709037415,2022-02-07,1244.72,249.77,8016
370,9709037415,2022-02-14,1829.25,475.68,8016
371,9709037415,2022-02-21,3789.1,120.33,8016
372,9709037415,2022-02-28,2171.95,120.09,8016
373,9709037415,2022-03-07,4320.07,462.52,8016
374,9709037415,2022-03-14,1449.12,276.12,8016
375,9709037415,2022-03-21,4727.53,158.08,8016
376,9709037415,2022-03-28,2167.61,221.71,8016
377,9709037415,2022-04-04,1120.23,114.51,8016
378,9709037415,2022-04-11,4811.17,328.44,8016
379,9709037415,2022-04-18,2226.59,251.47,8016
380,9709037415,2022-04-25,3859.37,246.61,8016
381,9709037415,2022-05-02,1911.04,140.73,8016
382,9709037415,2022-05-09,3915.73,172.23,8016
383,9709037415,2022-05-16,1278.59,270.78,8016
384,9709037415,2022-05-23,1158.28,486.0,8016
385,9709037415,2022-05-30,3509.17,161.08,8016
386,9709037415,2022-06-06,1689.82,327.93,8016
387,9709037415,2022-06-13,2426.26,409.71,8016
388,9709037415,2022-06-20,3183.23,273.33,8016
389,9709037415,2022-06-27,4851.92,256.29,8016
390,9709037415,2022-07-04,2602.44,366.31,8016
391,9709037415,2022-07-11,4237.91,350.49,8016
392,9709037415,2022-07-18,3794.44,249.17,8016
393,9709037415,2022-07-25,2917.99,178.81,8016
394,9709037415,2022-08-01,3720.99,188.58,8016
395,9709037415,2022-08-08,1005.03,473.5,8016
396,9709037415,2022-08-15,2224.06,178.65,8016
397,9709037415,2022-08-22,2072.59,232.18,8016
398,9709037415,2022-08-29,2898.19,127.74,8016
399,9709037415,2022-09-05,1210.69,217.16,8016
400,9709037415,2022-09-12,2183.06,147.06,8016
401,9709037415,2022-09-19,2619.17,213.61,8016
402,9709037415,2022-09-26,1104.22,454.29,8016
403,9709037415,2022-10-03,4544.08,183.67,8016
404,9709037415,2022-10-10,1651.49,318.92,8016
405,9709037415,2022-10-17,3523.01,483.02,8016
406,9709037415,2022-10-24,2509.39,347.28,8016
407,9709037415,2022-10-31,4512.72,279.98,8016
408,9709037415,2022-11-07,1489.38,250.98,8016
409,9709037415,2022-11-14,1546.27,106.66,8016
410,9709037415,2022-11-21,4006.21,195.37,8016
411,9709037415,2022-11-28,1008.03,448.97,8016
412,9709037415,2022-12-05,2775.16,195.54,8016
413,9709037415,2022-12-12,2051.16,196.22,8016
414,9709037415,2022-12-19,1778.22,436.49,8016
415,9709037415,2022-12-26,1681.33,324.74,8016
416,9709037415,2023-01-02,1309.28,479.81,8016
417,9709037415,2023-01-09,3413.26,461.26,8016
418,9709037415,2023-01-16,2591.51,424.27,8016
419,9709037415,2023-01-23,4414.62,381.18,8016
420,9709037415,2023-01-30,1371.79,106.43,8016
421,9709037415,2023-02-06,1674.24,147.24,8016
422,9709037415,2023-02-13,3900.55,322.8,8016
423,9709037415,2023-02-20,3103.8,201.15,8016
424,9709037415,2023-02-27,1618.43,182.62,8016
425,9709037415,2023-03-06,2601.11,396.06,8016
426,9709037415,2023-03-13,2018.07,379.45,8016
427,9709037415,2023-03-20,2966.05,454.18,8016
428,9709037415,2023-03-27,1931.66,280.34,8016
429,9709037415,2023-04-03,1386.66,234.06,8016
430,9709037415,2023-04-10,3027.52,393.1,8016
431,9709037415,2023-04-17,1792.31,187.24,8016
432,9709037415,2023-04-24,3526.31,252.98,8016
433,9709037415,2023-05-01,2928.38,434.45,8016
434,9709037415,2023-05-08,2996.33,361.0,8016
435,9709037415,2023-05-15,3627.1,421.44,8016
436,9709037415,2023-05-22,3552.56,125.92,8016
437,9709037415,2023-05-29,2368.69,495.73,8016
438,9709037415,2023-06-05,1786.04,334.69,8016
439,9709037415,2023-06-12,4371.76,334.62,8016
440,9709037415,2023-06-19,2489.08,132.09,8016
441,9709037415,2023-06-26,2446.66,172.83,8016
442,9709037415,2023-07-03,4843.45,386.01,8016
443,9709037415,2023-07-10,3997.53,274.39,8016
444,9709037415,2023-07-17,1439.86,206.69,8016
445,9709037415,2023-07-24,2038.84,294.71,8016
446,9709037415,2023-07-31,2843.92,273.36,8016
447,9709037415,2023-08-07,2983.91,494.81,8016
448,9709037415,2023-08-14,2193.41,346.11,8016
449,9709037415,2023-08-21,1958.03,286.64,8016
450,9709037415,2023-08-28,1800.2,323.28,8016
451,9709037415,2023-09-04,2060.05,114.72,8016
452,9709037415,2023-09-11,4261.08,151.3,8016
453,9709037415,2023-09-18,2472.16,290.87,8016
454,9709037415,2023-09-25,2729.92,390.27,8016
455,9709037415,2023-10-02,3387.11,218.15,8016
456,9709037415,2023-10-09,1206.81,407.04,8016
457,9709037415,2023-10-16,2410.11,455.89,8016
458,9709037415,2023-10-23,2580.23,387.06,8016
459,9709037415,2023-10-30,4758.26,360.46,8016
460,9709037415,2023-11-06,2653.96,326.96,8016
461,9709037415,2023-11-13,3173.78,333.93,8016
462,9709037415,2023-11-20,1587.28,379.4,8016
463,9709037415,2023-11-27,1580.17,105.85,8016
464,9709037415,2023-12-04,3499.12,146.77,8016
465,9709037415,2023-12-11,4081.65,446.39,8016
466,9709037415,2023-12-18,4778.95,365.79,8016
467,9709037415,2023-12-25,2928.06,240.91,8016
468,7250608006,2021-01-04,2963.7,176.14,15052
469,7250608006,2021-01-11,2393.69,387.17,15052
470,7250608006,2021-01-18,1869.69,205.63,15052
471,7250608006,2021-01-25,3997.31,171.13,15052
472,7250608006,2021-02-01,1983.55,107.02,15052
473,7250608006,2021-02-08,3880.21,347.16,15052
474,7250608006,2021-02-15,3777.54,185.73,15052
475,7250608006,2021-02-22,3749.51,338.55,15052
476,7250608006,2021-03-01,2464.49,275.13,15052
477,7250608006,2021-03-08,3271.68,297.32,15052
478,7250608006,2021-03-15,3567.31,172.39,15052
479,7250608006,2021-03-22,3162.84,280.11,15052
480,7250608006,2021-03-29,2844.08,287.75,15052
481,7250608006,2021-04-05,4525.89,427.45,15052
482,7250608006,2021-04-12,3518.28,386.59,15052
483,7250608006,2021-04-19,1171.21,397.6,15052
484,7250608006,2021-04-26,2944.66,227.1,15052
485,7250608006,2021-05-03,1559.11,130.08,15052
486,7250608006,2021-05-10,1179.54,164.72,15052
487,7250608006,2021-05-17,1120.58,393.06,15052
488,7250608006,2021-05-24,1994.46,247.5,15052
489,7250608006,2021-05-31,4290.86,145.86,15052
490,7250608006,2021-06-07,4342.38,355.82,15052
491,7250608006,2021-06-14,2368.12,147.12,15052
492,7250608006,2021-06-21,1365.97,234.21,15052
493,7250608006,2021-06-28,1561.37,207.08,15052
494,7250608006,2021-07-05,1211.82,338.0,15052
495,7250608006,2021-07-12,1581.1,402.69,15052
496,7250608006,2021-07-19,1872.7,419.19,15052
497,7250608006,2021-07-26,1759.53,388.55,15052
498,7250608006,2021-08-02,2332.3,333.25,15052
499,7250608006,2021-08-09,1154.65,298.1,15052
500,7250608006,2021-08-16,1594.75,294.53,15052
501,7250608006,2021-08-23,1565.44,274.84,15052
502,7250608006,2021-08-30,1442.48,187.98,15052
503,7250608006,2021-09-06,3380.32,490.66,15052
504,7250608006,2021-09-13,2796.74,374.87,15052
505,7250608006,2021-09-20,3157.7,299.34,15052
506,7250608006,2021-09-27,1258.82,157.72,15052
507,7250608006,2021-10-04,4532.23,264.07,15052
508,7250608006,2021-10-11,3457.33,311.29,15052
509,7250608006,2021-10-18,2515.53,255.13,15052
510,7250608006,2021-10-25,3221.86,156.46,15052
511,7250608006,2021-11-01,2549.04,278.79,15052
512,7250608006,2021-11-08,4940.5,240.58,15052
513,7250608006,2021-11-15,3578.32,154.97,15052
514,7250608006,2021-11-22,1261.93,448.62,15052
515,7250608006,2021-11-29,3922.94,227.0,15052
516,7250608006,2021-12-06,3018.31,154.3,15052
517,7250608006,2021-12-13,3828.64,128.13,15052
518,7250608006,2021-12-20,4028.13,318.73,15052
519,7250608006,2021-12-27,2115.4,445.03,15052
520,7250608006,2022-01-03,4944.29,201.74,15052
521,7250608006,2022-01-10,4224.98,400.07,15052
522,7250608006,2022-01-17,3988.76,482.89,15052
523,7250608006,2022-01-24,2946.47,369.67,15052
524,7250608006,2022-01-31,4295.51,291.81,15052
525,7250608006,2022-02-07,2925.72,227.46,15052
526,7250608006,2022-02-14,4123.3,374.48,15052
527,7250608006,2022-02-21,2804.56,267.73,15052
528,7250608006,2022-02-28,1290.36,102.6,15052
529,7250608006,2022-03-07,3115.58,267.0,15052
530,7250608006,2022-03-14,4184.15,317.06,15052
531,7250608006,2022-03-21,4746.82,178.46,15052
532,7250608006,2022-03-28,4960.6,219.17,15052
533,7250608006,2022-04-04,3569.7,300.74,15052
534,7250608006,2022-04-11,2438.31,155.72,15052
535,7250608006,2022-04-18,1539.34,384.6,15052
