,HCP_ID,Date,Samples,Samples Spend,ZIP
263,4552689757,2023-01-23,3384.45,241.59,99005
264,4552689757,2023-01-30,1411.86,109.85,99005
265,4552689757,2023-02-06,2049.67,142.67,99005
266,4552689757,2023-02-13,4761.31,197.9,99005
267,4552689757,2023-02-20,1376.53,407.87,99005
268,4552689757,2023-02-27,2657.01,437.47,99005
269,4552689757,2023-03-06,4353.72,496.95,99005
270,4552689757,2023-03-13,4215.31,185.66,99005
271,4552689757,2023-03-20,3345.79,310.5,99005
272,4552689757,2023-03-27,3032.76,218.72,99005
273,4552689757,2023-04-03,1840.56,386.76,99005
274,4552689757,2023-04-10,1407.05,119.85,99005
275,4552689757,2023-04-17,2524.97,397.57,99005
276,4552689757,2023-04-24,4474.13,316.05,99005
277,4552689757,2023-05-01,4359.73,110.12,99005
278,4552689757,2023-05-08,2821.48,153.36,99005
279,4552689757,2023-05-15,3330.87,468.4,99005
280,4552689757,2023-05-22,1028.76,367.29,99005
281,4552689757,2023-05-29,4169.4,397.79,99005
282,4552689757,2023-06-05,1079.08,169.55,99005
283,4552689757,2023-06-12,1377.6,134.18,99005
284,4552689757,2023-06-19,3920.74,269.92,99005
285,4552689757,2023-06-26,3899.29,244.3,99005
286,4552689757,2023-07-03,1468.2,387.38,99005
287,4552689757,2023-07-10,3504.23,145.19,99005
288,4552689757,2023-07-17,4697.46,223.57,99005
289,4552689757,2023-07-24,3618.92,112.79,99005
290,4552689757,2023-07-31,2772.17,485.75,99005
291,4552689757,2023-08-07,4546.03,188.54,99005
292,4552689757,2023-08-14,4516.52,217.23,99005
293,4552689757,2023-08-21,4408.94,391.69,99005
294,4552689757,2023-08-28,2408.21,464.32,99005
295,4552689757,2023-09-04,2941.12,227.08,99005
296,4552689757,2023-09-11,2118.74,475.63,99005
297,4552689757,2023-09-18,4034.32,239.96,99005
298,4552689757,2023-09-25,2016.67,184.65,99005
299,4552689757,2023-10-02,1977.97,144.39,99005
300,4552689757,2023-10-09,2938.94,116.43,99005
301,4552689757,2023-10-16,1046.06,347.23,99005
302,4552689757,2023-10-23,1353.92,438.08,99005
303,4552689757,2023-10-30,1426.92,317.07,99005
304,4552689757,2023-11-06,3702.01,191.66,99005
305,4552689757,2023-11-13,4553.06,292.55,99005
306,4552689757,2023-11-20,2261.28,460.45,99005
307,4552689757,2023-11-27,4433.36,383.85,99005
308,4552689757,2023-12-04,2161.93,256.08,99005
309,4552689757,2023-12-11,3758.93,174.11,99005
310,4552689757,2023-12-18,2980.45,395.09,99005
311,4552689757,2023-12-25,3630.85,387.97,99005
312,6870772072,2021-01-04,4567.68,487.31,57105
313,6870772072,2021-01-11,2833.53,123.99,57105
314,6870772072,2021-01-18,4337.4,147.19,57105
315,6870772072,2021-01-25,1877.78,361.27,57105
316,6870772072,2021-02-01,3982.94,377.86,57105
317,6870772072,2021-02-08,2753.97,467.23,57105
318,6870772072,2021-02-15,4328.79,365.47,57105
319,6870772072,2021-02-22,2764.3,285.53,57105
320,6870772072,2021-03-01,1703.87,411.88,57105
321,6870772072,2021-03-08,4463.85,430.91,57105
322,6870772072,2021-03-15,3188.39,435.18,57105
323,6870772072,2021-03-22,4161.64,432.94,57105
324,6870772072,2021-03-29,4927.73,424.0,57105
325,6870772072,2021-04-05,2082.76,428.35,57105
326,6870772072,2021-04-12,2502.54,306.48,57105
327,6870772072,2021-04-19,4185.6,226.69,57105
328,6870772072,2021-04-26,1104.33,387.26,57105
329,6870772072,2021-05-03,4608.7,471.16,57105
330,6870772072,2021-05-10,4195.64,474.06,57105
331,6870772072,2021-05-17,4282.62,112.04,57105
332,6870772072,2021-05-24,2398.62,234.44,57105
333,6870772072,2021-05-31,1876.66,419.17,57105
334,6870772072,2021-06-07,3080.36,434.52,57105
335,6870772072,2021-06-14,3405.4,336.24,57105
336,6870772072,2021-06-21,2536.59,415.84,57105
337,6870772072,2021-06-28,3732.37,235.5,57105
338,6870772072,2021-07-05,4974.29,285.12,57105
339,6870772072,2021-07-12,2266.36,375.12,57105
340,6870772072,2021-07-19,1891.23,432.26,57105
341,6870772072,2021-07-26,3721.45,448.03,57105
342,6870772072,2021-08-02,2316.21,441.77,57105
343,6870772072,2021-08-09,3003.72,123.66,57105
344,6870772072,2021-08-16,1776.68,187.06,57105
345,6870772072,2021-08-23,4071.96,181.25,57105
346,6870772072,2021-08-30,3247.67,361.02,57105
347,6870772072,2021-09-06,4095.43,413.55,57105
348,6870772072,2021-09-13,3870.42,185.27,57105
349,6870772072,2021-09-20,3173.88,216.07,57105
350,6870772072,2021-09-27,4100.39,399.24,57105
351,6870772072,2021-10-04,1918.59,356.54,57105
352,6870772072,2021-10-11,1233.71,407.42,57105
353,6870772072,2021-10-18,4120.81,238.8,57105
354,6870772072,2021-10-25,4225.03,443.32,57105
355,6870772072,2021-11-01,1760.23,240.36,57105
356,6870772072,2021-11-08,2044.32,249.74,57105
357,6870772072,2021-11-15,2787.62,303.99,57105
358,6870772072,2021-11-22,1140.41,122.07,57105
359,6870772072,2021-11-29,3620.94,277.1,57105
360,6870772072,2021-12-06,1358.95,254.49,57105
361,6870772072,2021-12-13,2901.98,354.24,57105
362,6870772072,2021-12-20,1473.32,497.92,57105
363,6870772072,2021-12-27,2898.82,372.32,57105
364,6870772072,2022-01-03,4632.87,112.73,57105
365,6870772072,2022-01-10,3405.44,316.14,57105
366,6870772072,2022-01-17,1229.63,377.21,57105
367,6870772072,2022-01-24,1883.13,380.75,57105
368,6870772072,2022-01-31,2450.52,408.05,57105
369,6870772072,2022-02-07,4767.05,444.21,57105
370,6870772072,2022-02-14,2930.29,190.11,57105
371,6870772072,2022-02-21,4969.69,363.8,57105
372,6870772072,2022-02-28,2583.81,292.61,57105
373,6870772072,2022-03-07,1512.22,302.12,57105
374,6870772072,2022-03-14,1692.66,246.3,57105
375,6870772072,2022-03-21,2967.07,479.12,57105
376,6870772072,2022-03-28,3498.77,248.76,57105
377,6870772072,2022-04-04,1452.36,398.88,57105
378,6870772072,2022-04-11,2867.41,127.26,57105
379,6870772072,2022-04-18,3627.5,240.04,57105
380,6870772072,2022-04-25,2615.57,435.54,57105
381,6870772072,2022-05-02,1549.23,236.15,57105
382,6870772072,2022-05-09,2454.67,101.33,57105
383,6870772072,2022-05-16,4381.32,434.13,57105
384,6870772072,2022-05-23,3647.35,459.58,57105
385,6870772072,2022-05-30,2091.55,188.25,57105
386,6870772072,2022-06-06,1274.08,336.81,57105
387,6870772072,2022-06-13,2985.42,424.16,57105
388,6870772072,2022-06-20,2925.15,181.29,57105
389,6870772072,2022-06-27,4238.39,282.18,57105
390,6870772072,2022-07-04,4823.32,313.79,57105
391,6870772072,2022-07-11,1466.96,440.41,57105
392,6870772072,2022-07-18,4513.64,278.17,57105
393,6870772072,2022-07-25,1103.97,111.89,57105
394,6870772072,2022-08-01,2404.6,386.49,57105
395,6870772072,2022-08-08,2324.21,103.09,57105
396,6870772072,2022-08-15,4394.28,487.49,57105
397,6870772072,2022-08-22,2385.48,129.23,57105
398,6870772072,2022-08-29,2165.65,419.6,57105
399,6870772072,2022-09-05,3169.03,253.59,57105
400,6870772072,2022-09-12,2336.91,146.16,57105
401,6870772072,2022-09-19,2358.06,288.04,57105
402,6870772072,2022-09-26,3692.56,204.83,57105
403,6870772072,2022-10-03,4589.52,293.92,57105
404,6870772072,2022-10-10,2620.65,337.58,57105
405,6870772072,2022-10-17,1670.49,142.63,57105
406,6870772072,2022-10-24,2386.16,115.97,57105
407,6870772072,2022-10-31,2510.33,368.59,57105
408,6870772072,2022-11-07,4248.49,331.91,57105
409,6870772072,2022-11-14,3765.32,433.25,57105
410,6870772072,2022-11-21,4092.52,227.99,57105
411,6870772072,2022-11-28,3293.69,205.94,57105
412,6870772072,2022-12-05,3305.34,270.4,57105
413,6870772072,2022-12-12,2491.2,173.43,57105
414,6870772072,2022-12-19,3247.01,391.73,57105
415,6870772072,2022-12-26,3285.12,127.69,57105
416,6870772072,2023-01-02,4697.31,102.2,57105
417,6870772072,2023-01-09,4540.23,406.43,57105
418,6870772072,2023-01-16,1386.23,194.63,57105
419,6870772072,2023-01-23,2395.87,464.12,57105
420,6870772072,2023-01-30,4919.7,134.87,57105
421,6870772072,2023-02-06,2587.73,159.71,57105
422,6870772072,2023-02-13,2113.75,492.43,57105
423,6870772072,2023-02-20,4937.7,288.86,57105
424,6870772072,2023-02-27,1732.55,318.81,57105
425,6870772072,2023-03-06,2282.74,471.53,57105
426,6870772072,2023-03-13,4272.86,223.54,57105
427,6870772072,2023-03-20,1073.24,499.22,57105
428,6870772072,2023-03-27,3733.38,270.29,57105
429,6870772072,2023-04-03,2153.82,101.77,57105
430,6870772072,2023-04-10,1615.84,102.35,57105
431,6870772072,2023-04-17,3390.34,365.34,57105
432,6870772072,2023-04-24,4067.18,174.8,57105
433,6870772072,2023-05-01,1383.88,360.18,57105
434,6870772072,2023-05-08,2999.58,450.27,57105
435,6870772072,2023-05-15,3133.06,277.93,57105
436,6870772072,2023-05-22,2952.11,412.93,57105
437,6870772072,2023-05-29,1073.22,467.28,57105
438,6870772072,2023-06-05,3856.76,454.12,57105
439,6870772072,2023-06-12,4838.4,190.4,57105
440,6870772072,2023-06-19,3313.36,294.42,57105
441,6870772072,2023-06-26,3150.48,118.92,57105
442,6870772072,2023-07-03,4655.94,481.87,57105
443,6870772072,2023-07-10,3740.5,203.31,57105
444,6870772072,2023-07-17,4148.83,392.34,57105
445,6870772072,2023-07-24,3298.36,168.1,57105
446,6870772072,2023-07-31,1804.72,335.76,57105
447,6870772072,2023-08-07,1515.3,389.57,57105
448,6870772072,2023-08-14,1850.4,464.19,57105
449,6870772072,2023-08-21,4598.9,217.44,57105
450,6870772072,2023-08-28,1333.55,344.57,57105
451,6870772072,2023-09-04,2793.66,157.48,57105
452,6870772072,2023-09-11,3125.93,497.09,57105
453,6870772072,2023-09-18,1275.93,205.56,57105
454,6870772072,2023-09-25,3154.46,417.34,57105
455,6870772072,2023-10-02,1075.04,393.1,57105
456,6870772072,2023-10-09,1559.53,432.27,57105
457,6870772072,2023-10-16,3768.7,282.6,57105
458,6870772072,2023-10-23,4286.33,393.22,57105
459,6870772072,2023-10-30,4036.74,216.03,57105
460,6870772072,2023-11-06,3477.68,156.44,57105
461,6870772072,2023-11-13,4283.44,310.7,57105
462,6870772072,2023-11-20,4299.53,184.46,57105
463,6870772072,2023-11-27,1521.37,375.59,57105
464,6870772072,2023-12-04,1233.59,197.59,57105
465,6870772072,2023-12-11,4634.85,153.1,57105
466,6870772072,2023-12-18,2502.22,478.23,57105
467,6870772072,2023-12-25,1080.01,278.13,57105
468,3532673192,2021-01-04,4145.84,463.59,77632
469,3532673192,2021-01-11,3942.31,455.36,77632
470,3532673192,2021-01-18,1137.47,139.95,77632
471,3532673192,2021-01-25,3950.91,401.33,77632
472,3532673192,2021-02-01,3421.09,392.11,77632
473,3532673192,2021-02-08,4432.21,318.19,77632
474,3532673192,2021-02-15,4789.3,377.7,77632
475,3532673192,2021-02-22,2887.93,268.61,77632
476,3532673192,2021-03-01,4000.67,352.19,77632
477,3532673192,2021-03-08,4269.77,412.39,77632
478,3532673192,2021-03-15,3096.81,478.28,77632
479,3532673192,2021-03-22,3817.03,180.34,77632
480,3532673192,2021-03-29,3473.95,180.73,77632
481,3532673192,2021-04-05,3235.4,415.97,77632
482,3532673192,2021-04-12,4250.02,360.33,77632
483,3532673192,2021-04-19,4133.22,288.89,77632
484,3532673192,2021-04-26,3202.62,451.84,77632
485,3532673192,2021-05-03,2972.32,240.37,77632
486,3532673192,2021-05-10,4187.97,120.19,77632
487,3532673192,2021-05-17,4833.43,236.03,77632
488,3532673192,2021-05-24,3518.46,374.18,77632
489,3532673192,2021-05-31,1548.31,429.14,77632
490,3532673192,2021-06-07,3288.45,231.17,77632
491,3532673192,2021-06-14,4402.74,350.03,77632
492,3532673192,2021-06-21,4143.11,496.92,77632
493,3532673192,2021-06-28,1521.11,399.84,77632
494,3532673192,2021-07-05,4030.68,449.88,77632
495,3532673192,2021-07-12,2632.26,447.86,77632
496,3532673192,2021-07-19,3559.53,127.51,77632
497,3532673192,2021-07-26,1126.07,292.59,77632
498,3532673192,2021-08-02,4143.33,253.69,77632
499,3532673192,2021-08-09,4407.33,296.85,77632
500,3532673192,2021-08-16,1105.15,489.47,77632
501,3532673192,2021-08-23,2958.45,360.05,77632
502,3532673192,2021-08-30,1797.16,218.93,77632
503,3532673192,2021-09-06,2937.14,442.48,77632
504,3532673192,2021-09-13,1407.82,412.14,77632
505,3532673192,2021-09-20,3317.4,299.87,77632
506,3532673192,2021-09-27,4506.35,147.25,77632
507,3532673192,2021-10-04,4963.02,441.85,77632
508,3532673192,2021-10-11,2302.95,280.63,77632
509,3532673192,2021-10-18,1100.01,311.04,77632
510,3532673192,2021-10-25,3190.88,470.63,77632
511,3532673192,2021-11-01,2551.7,328.25,77632
512,3532673192,2021-11-08,3962.47,343.41,77632
513,3532673192,2021-11-15,1624.7,168.73,77632
514,3532673192,2021-11-22,1553.36,187.09,77632
515,3532673192,2021-11-29,2313.32,395.87,77632
516,3532673192,2021-12-06,1243.7,428.18,77632
517,3532673192,2021-12-13,2049.85,345.37,77632
518,3532673192,2021-12-20,3211.07,161.61,77632
519,3532673192,2021-12-27,2149.19,218.37,77632
520,3532673192,2022-01-03,3495.32,415.4,77632
521,3532673192,2022-01-10,4985.15,138.36,77632
522,3532673192,2022-01-17,4754.67,324.61,77632
523,3532673192,2022-01-24,2427.07,213.83,77632
524,3532673192,2022-01-31,1836.16,322.83,77632
525,3532673192,2022-02-07,4784.07,172.86,77632
526,3532673192,2022-02-14,2744.67,181.54,77632
527,3532673192,2022-02-21,1702.52,446.7,77632
528,3532673192,2022-02-28,2047.85,199.19,77632
529,3532673192,2022-03-07,4639.17,254.42,77632
530,3532673192,2022-03-14,1034.87,388.47,77632
531,3532673192,2022-03-21,3068.05,409.65,77632
532,3532673192,2022-03-28,3281.18,240.51,77632
533,3532673192,2022-04-04,1266.26,446.37,77632
534,3532673192,2022-04-11,1828.34,488.54,77632
535,3532673192,2022-04-18,1983.34,430.81,77632
