,DMA_code,Date,Display Impressions
301,506,2023-10-16,2503.78
302,506,2023-10-23,4151.45
303,506,2023-10-30,1507.17
304,506,2023-11-06,2281.5
305,506,2023-11-13,2414.7
306,506,2023-11-20,1503.16
307,506,2023-11-27,1545.59
308,506,2023-12-04,1864.88
309,506,2023-12-11,3520.02
310,506,2023-12-18,2688.95
311,506,2023-12-25,4993.61
312,532,2021-01-04,1631.91
313,532,2021-01-11,1289.05
314,532,2021-01-18,4862.56
315,532,2021-01-25,3734.41
316,532,2021-02-01,1628.83
317,532,2021-02-08,4185.44
318,532,2021-02-15,2590.79
319,532,2021-02-22,3882.25
320,532,2021-03-01,2559.67
321,532,2021-03-08,3585.97
322,532,2021-03-15,3790.0
323,532,2021-03-22,1178.68
324,532,2021-03-29,1759.1
325,532,2021-04-05,3343.07
326,532,2021-04-12,1180.72
327,532,2021-04-19,2130.88
328,532,2021-04-26,4502.67
329,532,2021-05-03,4092.92
330,532,2021-05-10,4140.95
331,532,2021-05-17,1125.62
332,532,2021-05-24,2802.68
333,532,2021-05-31,4396.94
334,532,2021-06-07,1991.37
335,532,2021-06-14,4710.2
336,532,2021-06-21,1083.59
337,532,2021-06-28,4075.85
338,532,2021-07-05,1096.48
339,532,2021-07-12,2403.06
340,532,2021-07-19,4975.5
341,532,2021-07-26,3334.43
342,532,2021-08-02,4409.94
343,532,2021-08-09,2452.92
344,532,2021-08-16,4683.03
345,532,2021-08-23,2574.05
346,532,2021-08-30,2222.7
347,532,2021-09-06,4262.99
348,532,2021-09-13,3832.19
349,532,2021-09-20,4804.35
350,532,2021-09-27,2530.15
351,532,2021-10-04,4963.42
352,532,2021-10-11,1783.68
353,532,2021-10-18,3350.5
354,532,2021-10-25,2526.81
355,532,2021-11-01,1518.17
356,532,2021-11-08,1438.07
357,532,2021-11-15,2294.25
358,532,2021-11-22,2211.64
359,532,2021-11-29,2290.06
360,532,2021-12-06,4371.28
361,532,2021-12-13,2736.88
362,532,2021-12-20,2503.78
363,532,2021-12-27,3895.15
364,532,2022-01-03,2587.19
365,532,2022-01-10,4212.57
366,532,2022-01-17,3975.22
367,532,2022-01-24,2980.0
368,532,2022-01-31,4854.9
369,532,2022-02-07,4628.55
370,532,2022-02-14,1332.44
371,532,2022-02-21,2818.52
372,532,2022-02-28,1073.8
373,532,2022-03-07,3504.81
374,532,2022-03-14,1694.46
375,532,2022-03-21,1301.17
376,532,2022-03-28,3172.07
377,532,2022-04-04,1539.95
378,532,2022-04-11,4812.11
379,532,2022-04-18,4349.49
380,532,2022-04-25,4493.45
381,532,2022-05-02,3242.78
382,532,2022-05-09,4051.19
383,532,2022-05-16,4478.78
384,532,2022-05-23,2099.55
385,532,2022-05-30,1137.57
386,532,2022-06-06,2461.42
387,532,2022-06-13,2043.5
388,532,2022-06-20,4471.27
389,532,2022-06-27,1739.75
390,532,2022-07-04,2553.13
391,532,2022-07-11,4525.72
392,532,2022-07-18,4640.19
393,532,2022-07-25,1407.9
394,532,2022-08-01,4464.4
395,532,2022-08-08,1581.38
396,532,2022-08-15,3335.68
397,532,2022-08-22,4586.02
398,532,2022-08-29,1751.48
399,532,2022-09-05,3422.08
400,532,2022-09-12,4326.06
401,532,2022-09-19,4081.6
402,532,2022-09-26,1912.95
403,532,2022-10-03,4276.6
404,532,2022-10-10,3246.8
405,532,2022-10-17,1064.43
406,532,2022-10-24,2632.71
407,532,2022-10-31,1335.46
408,532,2022-11-07,3295.97
409,532,2022-11-14,4254.89
410,532,2022-11-21,1661.67
411,532,2022-11-28,1331.73
412,532,2022-12-05,3899.3
413,532,2022-12-12,2934.92
414,532,2022-12-19,4118.67
415,532,2022-12-26,2289.43
416,532,2023-01-02,4911.4
417,532,2023-01-09,1636.66
418,532,2023-01-16,3176.19
419,532,2023-01-23,1171.62
420,532,2023-01-30,1951.02
421,532,2023-02-06,4055.4
422,532,2023-02-13,4617.82
423,532,2023-02-20,4506.13
424,532,2023-02-27,3043.34
425,532,2023-03-06,2762.28
426,532,2023-03-13,1903.19
427,532,2023-03-20,3318.18
428,532,2023-03-27,3898.59
429,532,2023-04-03,4920.48
430,532,2023-04-10,4307.68
431,532,2023-04-17,4634.23
432,532,2023-04-24,4211.12
433,532,2023-05-01,2219.59
434,532,2023-05-08,2969.77
435,532,2023-05-15,2010.57
436,532,2023-05-22,3445.61
437,532,2023-05-29,2546.94
438,532,2023-06-05,2089.35
439,532,2023-06-12,2852.31
440,532,2023-06-19,3670.7
441,532,2023-06-26,3318.79
442,532,2023-07-03,2685.58
443,532,2023-07-10,3367.33
444,532,2023-07-17,1433.23
445,532,2023-07-24,4738.27
446,532,2023-07-31,1805.3
447,532,2023-08-07,4892.13
448,532,2023-08-14,2929.92
449,532,2023-08-21,2907.4
450,532,2023-08-28,4850.56
451,532,2023-09-04,2814.61
452,532,2023-09-11,1156.32
453,532,2023-09-18,2166.17
454,532,2023-09-25,3298.93
455,532,2023-10-02,2513.9
456,532,2023-10-09,2254.38
457,532,2023-10-16,1417.45
458,532,2023-10-23,4438.09
459,532,2023-10-30,3304.5
460,532,2023-11-06,4762.14
461,532,2023-11-13,3310.27
462,532,2023-11-20,3301.55
463,532,2023-11-27,2181.4
464,532,2023-12-04,2964.14
465,532,2023-12-11,1206.72
466,532,2023-12-18,2357.84
467,532,2023-12-25,2057.52
468,521,2021-01-04,2845.53
469,521,2021-01-11,2412.32
470,521,2021-01-18,4562.54
471,521,2021-01-25,1157.27
472,521,2021-02-01,1919.9
473,521,2021-02-08,1298.48
474,521,2021-02-15,3379.3
475,521,2021-02-22,4415.43
476,521,2021-03-01,3291.36
477,521,2021-03-08,1255.42
478,521,2021-03-15,1643.19
479,521,2021-03-22,1826.67
480,521,2021-03-29,2512.53
481,521,2021-04-05,3829.45
482,521,2021-04-12,4553.21
483,521,2021-04-19,4842.26
484,521,2021-04-26,1489.14
485,521,2021-05-03,2640.34
486,521,2021-05-10,1552.55
487,521,2021-05-17,2744.15
488,521,2021-05-24,1446.21
489,521,2021-05-31,4227.9
490,521,2021-06-07,4181.07
491,521,2021-06-14,4824.54
492,521,2021-06-21,1169.31
493,521,2021-06-28,1731.44
494,521,2021-07-05,4590.16
495,521,2021-07-12,3466.84
496,521,2021-07-19,2781.05
497,521,2021-07-26,3716.38
498,521,2021-08-02,1981.48
499,521,2021-08-09,3899.14
500,521,2021-08-16,2958.8
501,521,2021-08-23,3616.27
502,521,2021-08-30,2205.23
503,521,2021-09-06,3124.73
504,521,2021-09-13,1377.59
505,521,2021-09-20,1738.94
506,521,2021-09-27,1007.67
507,521,2021-10-04,2202.59
508,521,2021-10-11,1040.94
509,521,2021-10-18,2989.61
510,521,2021-10-25,1136.72
511,521,2021-11-01,1762.44
512,521,2021-11-08,2819.34
513,521,2021-11-15,2263.12
514,521,2021-11-22,1777.46
515,521,2021-11-29,2597.14
516,521,2021-12-06,1306.7
517,521,2021-12-13,3795.19
518,521,2021-12-20,3175.26
519,521,2021-12-27,1853.08
520,521,2022-01-03,4377.86
521,521,2022-01-10,1322.85
522,521,2022-01-17,4101.45
523,521,2022-01-24,1118.62
524,521,2022-01-31,3328.74
525,521,2022-02-07,3357.63
526,521,2022-02-14,1572.89
527,521,2022-02-21,3885.77
528,521,2022-02-28,3163.71
529,521,2022-03-07,2022.66
530,521,2022-03-14,3896.36
531,521,2022-03-21,2887.76
532,521,2022-03-28,2721.46
533,521,2022-04-04,1022.11
534,521,2022-04-11,2979.34
535,521,2022-04-18,3497.25
536,521,2022-04-25,4269.2
537,521,2022-05-02,4822.32
538,521,2022-05-09,1922.59
539,521,2022-05-16,4358.22
540,521,2022-05-23,1437.87
541,521,2022-05-30,3830.66
542,521,2022-06-06,3752.99
543,521,2022-06-13,1058.79
544,521,2022-06-20,2784.3
545,521,2022-06-27,3496.14
546,521,2022-07-04,4296.33
547,521,2022-07-11,4381.45
548,521,2022-07-18,2095.93
549,521,2022-07-25,3320.94
550,521,2022-08-01,4055.57
551,521,2022-08-08,4280.26
552,521,2022-08-15,2588.21
553,521,2022-08-22,2696.68
554,521,2022-08-29,3466.37
555,521,2022-09-05,1847.76
556,521,2022-09-12,3261.21
557,521,2022-09-19,3664.78
558,521,2022-09-26,1247.18
559,521,2022-10-03,3392.43
560,521,2022-10-10,4567.44
561,521,2022-10-17,2924.81
562,521,2022-10-24,3758.78
563,521,2022-10-31,3790.74
564,521,2022-11-07,4163.72
565,521,2022-11-14,2784.07
566,521,2022-11-21,3787.28
567,521,2022-11-28,1327.25
568,521,2022-12-05,2978.07
569,521,2022-12-12,4418.64
570,521,2022-12-19,4380.1
571,521,2022-12-26,2943.95
572,521,2023-01-02,4529.57
573,521,2023-01-09,1599.39
574,521,2023-01-16,4370.34
575,521,2023-01-23,1162.42
576,521,2023-01-30,1468.89
577,521,2023-02-06,1308.17
578,521,2023-02-13,4018.59
579,521,2023-02-20,3938.01
580,521,2023-02-27,3328.01
581,521,2023-03-06,4549.91
582,521,2023-03-13,4470.2
583,521,2023-03-20,2134.85
584,521,2023-03-27,2512.78
585,521,2023-04-03,4984.78
586,521,2023-04-10,3567.92
587,521,2023-04-17,2282.46
588,521,2023-04-24,4825.48
589,521,2023-05-01,2636.79
590,521,2023-05-08,1784.52
591,521,2023-05-15,2245.5
592,521,2023-05-22,2987.16
593,521,2023-05-29,3332.69
594,521,2023-06-05,1604.79
595,521,2023-06-12,3406.59
596,521,2023-06-19,2841.94
597,521,2023-06-26,3912.48
598,521,2023-07-03,1165.55
599,521,2023-07-10,4940.87
600,521,2023-07-17,1525.63
601,521,2023-07-24,4315.06
602,521,2023-07-31,4054.98
603,521,2023-08-07,4336.01
604,521,2023-08-14,1973.06
605,521,2023-08-21,4286.96
606,521,2023-08-28,1894.24
607,521,2023-09-04,2779.35
608,521,2023-09-11,4529.51
609,521,2023-09-18,4792.26
610,521,2023-09-25,2690.75
611,521,2023-10-02,3324.94
612,521,2023-10-09,2432.09
613,521,2023-10-16,2236.97
614,521,2023-10-23,3242.42
615,521,2023-10-30,1235.68
616,521,2023-11-06,3438.43
617,521,2023-11-13,4116.61
618,521,2023-11-20,1666.25
619,521,2023-11-27,1679.55
620,521,2023-12-04,2817.37
621,521,2023-12-11,3224.28
622,521,2023-12-18,2461.37
623,521,2023-12-25,2070.66
624,523,2021-01-04,3381.32
625,523,2021-01-11,1685.92
626,523,2021-01-18,4591.17
627,523,2021-01-25,3833.48
628,523,2021-02-01,2026.73
629,523,2021-02-08,3927.79
630,523,2021-02-15,3261.97
631,523,2021-02-22,4840.22
632,523,2021-03-01,1615.25
633,523,2021-03-08,3820.45
634,523,2021-03-15,2814.56
635,523,2021-03-22,1563.98
636,523,2021-03-29,1685.4
637,523,2021-04-05,1992.21
638,523,2021-04-12,3388.81
639,523,2021-04-19,3449.32
640,523,2021-04-26,2913.41
641,523,2021-05-03,3223.28
642,523,2021-05-10,4883.62
643,523,2021-05-17,3424.8
644,523,2021-05-24,2406.64
645,523,2021-05-31,4341.15
646,523,2021-06-07,2039.04
647,523,2021-06-14,4861.61
648,523,2021-06-21,2736.99
649,523,2021-06-28,2452.5
650,523,2021-07-05,2776.24
651,523,2021-07-12,4151.0
652,523,2021-07-19,1106.73
653,523,2021-07-26,4790.13
654,523,2021-08-02,2383.46
655,523,2021-08-09,4320.0
656,523,2021-08-16,3924.58
657,523,2021-08-23,1102.96
658,523,2021-08-30,3918.23
659,523,2021-09-06,2630.15
660,523,2021-09-13,4218.2
661,523,2021-09-20,2729.57
662,523,2021-09-27,3467.24
663,523,2021-10-04,2962.22
664,523,2021-10-11,4035.95
665,523,2021-10-18,3274.91
666,523,2021-10-25,1176.43
667,523,2021-11-01,4611.04
668,523,2021-11-08,4062.05
669,523,2021-11-15,1452.23
670,523,2021-11-22,4633.01
671,523,2021-11-29,1963.32
672,523,2021-12-06,4521.48
673,523,2021-12-13,4928.19
674,523,2021-12-20,3251.0
675,523,2021-12-27,4825.06
676,523,2022-01-03,3044.16
677,523,2022-01-10,4475.15
678,523,2022-01-17,1404.8
679,523,2022-01-24,4516.84
680,523,2022-01-31,1330.04
681,523,2022-02-07,1498.4
682,523,2022-02-14,4823.84
683,523,2022-02-21,4917.22
684,523,2022-02-28,4902.25
685,523,2022-03-07,3551.34
686,523,2022-03-14,2148.55
687,523,2022-03-21,2018.16
688,523,2022-03-28,3621.4
689,523,2022-04-04,1961.79
690,523,2022-04-11,1932.77
691,523,2022-04-18,3632.88
692,523,2022-04-25,3650.27
693,523,2022-05-02,4711.32
694,523,2022-05-09,4565.05
695,523,2022-05-16,1035.34
696,523,2022-05-23,4760.9
697,523,2022-05-30,3962.05
698,523,2022-06-06,2898.5
699,523,2022-06-13,1692.12
700,523,2022-06-20,3596.15
701,523,2022-06-27,1550.93
702,523,2022-07-04,1757.69
703,523,2022-07-11,4057.0
704,523,2022-07-18,4233.81
705,523,2022-07-25,1573.31
706,523,2022-08-01,3970.9
707,523,2022-08-08,1771.2
708,523,2022-08-15,3159.25
709,523,2022-08-22,4641.25
710,523,2022-08-29,1701.81
711,523,2022-09-05,2449.08
712,523,2022-09-12,3914.29
713,523,2022-09-19,3056.99
714,523,2022-09-26,1688.95
715,523,2022-10-03,1652.33
716,523,2022-10-10,1383.28
717,523,2022-10-17,2799.98
718,523,2022-10-24,1833.41
719,523,2022-10-31,4736.37
720,523,2022-11-07,3320.08
721,523,2022-11-14,1941.75
722,523,2022-11-21,2056.96
723,523,2022-11-28,3093.95
724,523,2022-12-05,2102.28
725,523,2022-12-12,1932.95
726,523,2022-12-19,2762.74
727,523,2022-12-26,3165.38
728,523,2023-01-02,1438.74
729,523,2023-01-09,3746.41
730,523,2023-01-16,2079.38
731,523,2023-01-23,2627.83
732,523,2023-01-30,2101.17
733,523,2023-02-06,2991.87
734,523,2023-02-13,4978.53
735,523,2023-02-20,4119.1
736,523,2023-02-27,3883.43
737,523,2023-03-06,3624.96
738,523,2023-03-13,2457.07
739,523,2023-03-20,3201.4
740,523,2023-03-27,4466.96
741,523,2023-04-03,3915.23
742,523,2023-04-10,4725.43
743,523,2023-04-17,4476.18
744,523,2023-04-24,4238.58
745,523,2023-05-01,1869.04
746,523,2023-05-08,3114.13
747,523,2023-05-15,3823.9
748,523,2023-05-22,2630.11
749,523,2023-05-29,2077.06
750,523,2023-06-05,3873.88
751,523,2023-06-12,2417.01
752,523,2023-06-19,2380.52
753,523,2023-06-26,3320.3
754,523,2023-07-03,2085.97
755,523,2023-07-10,4118.83
756,523,2023-07-17,3393.88
757,523,2023-07-24,3792.63
758,523,2023-07-31,3056.2
759,523,2023-08-07,1616.42
760,523,2023-08-14,1209.77
761,523,2023-08-21,3112.82
762,523,2023-08-28,4435.18
763,523,2023-09-04,1526.08
764,523,2023-09-11,1093.11
765,523,2023-09-18,1595.29
766,523,2023-09-25,4853.68
767,523,2023-10-02,4054.56
768,523,2023-10-09,4141.58
769,523,2023-10-16,4677.2
770,523,2023-10-23,2792.21
771,523,2023-10-30,3890.59
772,523,2023-11-06,1855.05
773,523,2023-11-13,3642.4
774,523,2023-11-20,2026.2
775,523,2023-11-27,4201.31
776,523,2023-12-04,4446.79
777,523,2023-12-11,3535.54
778,523,2023-12-18,3765.37
779,523,2023-12-25,2801.11
780,500,2021-01-04,1297.39
781,500,2021-01-11,3181.27
782,500,2021-01-18,4001.28
783,500,2021-01-25,1602.13
784,500,2021-02-01,4548.61
785,500,2021-02-08,2665.49
786,500,2021-02-15,2139.29
787,500,2021-02-22,3895.43
788,500,2021-03-01,1024.84
789,500,2021-03-08,4212.27
790,500,2021-03-15,1392.34
791,500,2021-03-22,1147.03
792,500,2021-03-29,4986.2
793,500,2021-04-05,1218.36
794,500,2021-04-12,3513.55
795,500,2021-04-19,4672.95
796,500,2021-04-26,3759.68
797,500,2021-05-03,1786.07
798,500,2021-05-10,1823.6
799,500,2021-05-17,3155.64
800,500,2021-05-24,1244.08
801,500,2021-05-31,3219.18
802,500,2021-06-07,2792.75
803,500,2021-06-14,2560.66
804,500,2021-06-21,2874.39
805,500,2021-06-28,2913.84
806,500,2021-07-05,3103.15
807,500,2021-07-12,3950.06
808,500,2021-07-19,3575.19
809,500,2021-07-26,1990.55
810,500,2021-08-02,3589.38
811,500,2021-08-09,1028.41
812,500,2021-08-16,2956.4
813,500,2021-08-23,1311.25
814,500,2021-08-30,4220.19
815,500,2021-09-06,1447.0
816,500,2021-09-13,4623.16
817,500,2021-09-20,2815.32
818,500,2021-09-27,1707.96
819,500,2021-10-04,3214.9
820,500,2021-10-11,3590.59
821,500,2021-10-18,3648.06
822,500,2021-10-25,4299.64
823,500,2021-11-01,3380.81
824,500,2021-11-08,1822.87
825,500,2021-11-15,2761.4
826,500,2021-11-22,4178.35
827,500,2021-11-29,2743.66
828,500,2021-12-06,1381.99
829,500,2021-12-13,4381.79
830,500,2021-12-20,4885.55
831,500,2021-12-27,4413.55
832,500,2022-01-03,1024.14
833,500,2022-01-10,4988.23
834,500,2022-01-17,2813.8
835,500,2022-01-24,2362.55
836,500,2022-01-31,1622.6
837,500,2022-02-07,3582.12
838,500,2022-02-14,2371.79
839,500,2022-02-21,4560.47
840,500,2022-02-28,2806.46
841,500,2022-03-07,2161.88
842,500,2022-03-14,1409.41
843,500,2022-03-21,3319.09
844,500,2022-03-28,3701.72
845,500,2022-04-04,1080.31
846,500,2022-04-11,4569.54
847,500,2022-04-18,1024.96
848,500,2022-04-25,3013.86
849,500,2022-05-02,1989.96
850,500,2022-05-09,4858.57
851,500,2022-05-16,2862.52
852,500,2022-05-23,4612.34
853,500,2022-05-30,4764.35
854,500,2022-06-06,2563.53
855,500,2022-06-13,3584.73
856,500,2022-06-20,3060.67
857,500,2022-06-27,2229.05
858,500,2022-07-04,3358.47
859,500,2022-07-11,2928.11
860,500,2022-07-18,2796.1
861,500,2022-07-25,2350.66
862,500,2022-08-01,1023.63
863,500,2022-08-08,4608.16
864,500,2022-08-15,2041.06
865,500,2022-08-22,1707.16
866,500,2022-08-29,1055.41
867,500,2022-09-05,2807.08
868,500,2022-09-12,3528.69
869,500,2022-09-19,2023.85
870,500,2022-09-26,1644.64
871,500,2022-10-03,3046.56
