,HCP_ID,Date,Calls,Calls Spend
68,5783009361,2022-04-25,4536.45,139.2
69,5783009361,2022-05-02,3537.19,423.24
70,5783009361,2022-05-09,4342.3,331.16
71,5783009361,2022-05-16,1069.98,489.49
72,5783009361,2022-05-23,2888.79,257.44
73,5783009361,2022-05-30,2579.79,269.66
74,5783009361,2022-06-06,1968.72,230.93
75,5783009361,2022-06-13,4941.43,247.27
76,5783009361,2022-06-20,3106.9,439.32
77,5783009361,2022-06-27,3109.71,229.78
78,5783009361,2022-07-04,3095.0,145.63
79,5783009361,2022-07-11,1520.03,377.64
80,5783009361,2022-07-18,4669.84,390.27
81,5783009361,2022-07-25,1298.45,261.16
82,5783009361,2022-08-01,1010.21,304.48
83,5783009361,2022-08-08,1772.82,447.26
84,5783009361,2022-08-15,1417.34,100.57
85,5783009361,2022-08-22,2804.58,162.17
86,5783009361,2022-08-29,3951.95,467.97
87,5783009361,2022-09-05,1167.75,258.23
88,5783009361,2022-09-12,4987.26,393.07
89,5783009361,2022-09-19,4812.75,165.63
90,5783009361,2022-09-26,1885.47,161.92
91,5783009361,2022-10-03,2209.48,389.75
92,5783009361,2022-10-10,1659.79,309.69
93,5783009361,2022-10-17,2076.84,431.68
94,5783009361,2022-10-24,1026.37,189.25
95,5783009361,2022-10-31,3420.96,138.68
96,5783009361,2022-11-07,2865.25,274.48
97,5783009361,2022-11-14,4410.09,350.16
98,5783009361,2022-11-21,3558.81,480.72
99,5783009361,2022-11-28,4929.44,361.36
100,5783009361,2022-12-05,3088.01,343.17
101,5783009361,2022-12-12,2529.77,494.98
102,5783009361,2022-12-19,3820.09,216.4
103,5783009361,2022-12-26,1231.07,117.89
104,5783009361,2023-01-02,1819.65,193.17
105,5783009361,2023-01-09,2660.18,185.94
106,5783009361,2023-01-16,3523.64,184.5
107,5783009361,2023-01-23,1751.51,288.49
108,5783009361,2023-01-30,4554.67,287.32
109,5783009361,2023-02-06,2655.39,331.24
110,5783009361,2023-02-13,2028.85,241.37
111,5783009361,2023-02-20,1855.34,328.72
112,5783009361,2023-02-27,3789.55,369.48
113,5783009361,2023-03-06,2019.27,411.86
114,5783009361,2023-03-13,2023.81,160.12
115,5783009361,2023-03-20,2399.23,339.1
116,5783009361,2023-03-27,1568.01,359.23
117,5783009361,2023-04-03,4452.27,217.26
118,5783009361,2023-04-10,2800.83,191.32
119,5783009361,2023-04-17,2445.05,108.79
120,5783009361,2023-04-24,4815.08,266.36
121,5783009361,2023-05-01,4155.48,157.06
122,5783009361,2023-05-08,4249.42,444.06
123,5783009361,2023-05-15,3861.91,461.28
124,5783009361,2023-05-22,1668.79,290.59
125,5783009361,2023-05-29,3480.44,338.48
126,5783009361,2023-06-05,4444.16,186.28
127,5783009361,2023-06-12,1702.58,201.35
128,5783009361,2023-06-19,4566.2,476.41
129,5783009361,2023-06-26,3278.52,300.55
130,5783009361,2023-07-03,3421.54,346.52
131,5783009361,2023-07-10,1681.22,374.56
132,5783009361,2023-07-17,2809.4,306.95
133,5783009361,2023-07-24,1121.27,405.82
134,5783009361,2023-07-31,4341.71,347.77
135,5783009361,2023-08-07,3994.89,309.08
136,5783009361,2023-08-14,3473.41,257.83
137,5783009361,2023-08-21,4167.5,287.31
138,5783009361,2023-08-28,3720.85,348.57
139,5783009361,2023-09-04,3809.26,414.09
140,5783009361,2023-09-11,3050.85,425.23
141,5783009361,2023-09-18,2989.03,482.65
142,5783009361,2023-09-25,4010.69,168.46
143,5783009361,2023-10-02,4318.34,320.64
144,5783009361,2023-10-09,4937.84,387.53
145,5783009361,2023-10-16,1337.56,257.98
146,5783009361,2023-10-23,3069.1,435.61
147,5783009361,2023-10-30,3917.38,247.74
148,5783009361,2023-11-06,3613.73,330.76
149,5783009361,2023-11-13,1504.21,193.94
150,5783009361,2023-11-20,2364.49,178.19
151,5783009361,2023-11-27,1600.54,123.28
152,5783009361,2023-12-04,4492.41,215.58
153,5783009361,2023-12-11,2161.28,182.49
154,5783009361,2023-12-18,2901.59,305.7
155,5783009361,2023-12-25,1833.13,343.43
156,2938981776,2021-01-04,3892.0,249.54
157,2938981776,2021-01-11,3341.81,300.92
158,2938981776,2021-01-18,1782.19,392.0
159,2938981776,2021-01-25,4205.81,359.52
160,2938981776,2021-02-01,2295.58,470.72
161,2938981776,2021-02-08,2821.43,206.35
162,2938981776,2021-02-15,2632.94,376.83
163,2938981776,2021-02-22,4383.73,242.63
164,2938981776,2021-03-01,1930.5,350.6
165,2938981776,2021-03-08,4684.86,173.32
166,2938981776,2021-03-15,4212.08,290.64
167,2938981776,2021-03-22,4198.05,302.22
168,2938981776,2021-03-29,2509.31,378.7
169,2938981776,2021-04-05,4602.51,228.1
170,2938981776,2021-04-12,2842.99,191.76
171,2938981776,2021-04-19,1733.64,411.16
172,2938981776,2021-04-26,1802.66,417.33
173,2938981776,2021-05-03,2716.87,498.02
174,2938981776,2021-05-10,1789.37,137.19
175,2938981776,2021-05-17,1301.73,434.17
176,2938981776,2021-05-24,2751.11,101.25
177,2938981776,2021-05-31,4499.09,450.77
178,2938981776,2021-06-07,4225.67,199.33
179,2938981776,2021-06-14,2491.01,397.97
180,2938981776,2021-06-21,2957.41,161.53
181,2938981776,2021-06-28,1971.19,489.04
182,2938981776,2021-07-05,1604.05,390.43
183,2938981776,2021-07-12,2912.07,399.44
184,2938981776,2021-07-19,3644.45,275.67
185,2938981776,2021-07-26,2415.64,401.74
186,2938981776,2021-08-02,2292.56,415.11
187,2938981776,2021-08-09,3719.37,331.07
188,2938981776,2021-08-16,2475.2,182.03
189,2938981776,2021-08-23,3841.68,136.54
190,2938981776,2021-08-30,4882.17,491.5
191,2938981776,2021-09-06,1520.89,141.57
192,2938981776,2021-09-13,2650.87,485.47
193,2938981776,2021-09-20,2601.24,245.52
194,2938981776,2021-09-27,3814.34,171.49
195,2938981776,2021-10-04,2453.29,216.52
196,2938981776,2021-10-11,3406.14,165.1
197,2938981776,2021-10-18,3194.81,443.02
198,2938981776,2021-10-25,3056.68,373.4
199,2938981776,2021-11-01,1300.99,279.6
200,2938981776,2021-11-08,1379.57,339.78
201,2938981776,2021-11-15,2124.22,214.91
202,2938981776,2021-11-22,1307.07,224.1
203,2938981776,2021-11-29,3026.71,333.86
204,2938981776,2021-12-06,1266.66,360.58
205,2938981776,2021-12-13,2955.5,314.76
206,2938981776,2021-12-20,4331.19,236.89
207,2938981776,2021-12-27,1696.2,320.72
208,2938981776,2022-01-03,4780.09,307.15
209,2938981776,2022-01-10,4327.65,402.81
210,2938981776,2022-01-17,3073.32,359.02
211,2938981776,2022-01-24,2626.72,312.25
212,2938981776,2022-01-31,3029.14,383.64
213,2938981776,2022-02-07,2639.93,139.91
214,2938981776,2022-02-14,4154.84,373.94
215,2938981776,2022-02-21,4800.49,271.49
216,2938981776,2022-02-28,1312.82,148.65
217,2938981776,2022-03-07,4093.28,127.1
218,2938981776,2022-03-14,4631.3,212.66
219,2938981776,2022-03-21,4595.52,409.4
220,2938981776,2022-03-28,4484.8,185.62
221,2938981776,2022-04-04,3382.77,137.44
222,2938981776,2022-04-11,1809.12,223.96
223,2938981776,2022-04-18,3963.25,109.89
224,2938981776,2022-04-25,4612.47,128.32
225,2938981776,2022-05-02,2505.96,132.44
226,2938981776,2022-05-09,4075.87,156.53
227,2938981776,2022-05-16,4539.03,312.09
228,2938981776,2022-05-23,4793.89,216.14
229,2938981776,2022-05-30,2817.26,377.7
230,2938981776,2022-06-06,4327.65,268.54
231,2938981776,2022-06-13,4569.73,147.19
232,2938981776,2022-06-20,3834.74,239.28
233,2938981776,2022-06-27,1405.34,254.67
234,2938981776,2022-07-04,4520.86,492.21
235,2938981776,2022-07-11,2571.2,454.57
236,2938981776,2022-07-18,3038.62,386.81
237,2938981776,2022-07-25,1181.49,322.92
238,2938981776,2022-08-01,1280.65,207.45
239,2938981776,2022-08-08,3267.26,422.87
240,2938981776,2022-08-15,3243.57,474.48
241,2938981776,2022-08-22,4241.33,162.5
242,2938981776,2022-08-29,2555.83,367.39
243,2938981776,2022-09-05,4753.62,495.09
244,2938981776,2022-09-12,4052.75,329.51
245,2938981776,2022-09-19,4026.44,209.29
246,2938981776,2022-09-26,2134.41,361.74
247,2938981776,2022-10-03,4487.34,487.92
248,2938981776,2022-10-10,2365.34,418.62
249,2938981776,2022-10-17,4406.12,349.27
250,2938981776,2022-10-24,2390.37,347.64
251,2938981776,2022-10-31,3337.8,342.61
252,2938981776,2022-11-07,3477.04,438.82
253,2938981776,2022-11-14,1680.33,246.92
254,2938981776,2022-11-21,3344.01,213.33
255,2938981776,2022-11-28,4912.61,205.26
256,2938981776,2022-12-05,2878.52,450.95
257,2938981776,2022-12-12,1320.25,428.28
258,2938981776,2022-12-19,3284.03,112.72
259,2938981776,2022-12-26,4611.65,115.68
260,2938981776,2023-01-02,3060.87,119.61
261,2938981776,2023-01-09,1284.8,454.88
262,2938981776,2023-01-16,4063.3,178.78
263,2938981776,2023-01-23,3481.87,417.87
264,2938981776,2023-01-30,4558.36,287.32
265,2938981776,2023-02-06,4590.0,303.14
266,2938981776,2023-02-13,3752.91,491.61
267,2938981776,2023-02-20,1943.81,167.41
268,2938981776,2023-02-27,2368.08,165.76
269,2938981776,2023-03-06,2136.65,397.19
270,2938981776,2023-03-13,2910.1,250.02
271,2938981776,2023-03-20,2474.9,177.81
272,2938981776,2023-03-27,2789.65,349.85
273,2938981776,2023-04-03,1556.62,489.13
274,2938981776,2023-04-10,2773.12,479.18
275,2938981776,2023-04-17,1538.64,406.89
276,2938981776,2023-04-24,3470.55,428.03
277,2938981776,2023-05-01,3402.71,485.13
278,2938981776,2023-05-08,3507.73,413.84
279,2938981776,2023-05-15,4510.33,385.83
280,2938981776,2023-05-22,3096.95,209.13
281,2938981776,2023-05-29,4417.97,292.23
282,2938981776,2023-06-05,3482.83,131.69
283,2938981776,2023-06-12,2989.41,379.26
284,2938981776,2023-06-19,3336.29,279.42
285,2938981776,2023-06-26,1893.71,223.87
286,2938981776,2023-07-03,3802.5,189.68
287,2938981776,2023-07-10,3486.91,335.9
288,2938981776,2023-07-17,4881.67,124.31
289,2938981776,2023-07-24,1432.49,302.43
290,2938981776,2023-07-31,3108.44,115.97
291,2938981776,2023-08-07,4303.42,297.89
292,2938981776,2023-08-14,2386.57,227.54
293,2938981776,2023-08-21,4445.63,178.69
294,2938981776,2023-08-28,1641.67,185.27
295,2938981776,2023-09-04,3500.09,424.37
296,2938981776,2023-09-11,2323.91,169.38
297,2938981776,2023-09-18,1836.78,347.67
298,2938981776,2023-09-25,1984.14,450.91
299,2938981776,2023-10-02,1415.57,112.95
300,2938981776,2023-10-09,1353.51,438.26
301,2938981776,2023-10-16,3604.92,483.1
302,2938981776,2023-10-23,2345.19,185.07
303,2938981776,2023-10-30,3247.9,315.13
304,2938981776,2023-11-06,3364.1,239.01
305,2938981776,2023-11-13,1023.59,114.01
306,2938981776,2023-11-20,3655.31,309.3
307,2938981776,2023-11-27,4284.05,220.16
308,2938981776,2023-12-04,4261.89,270.2
309,2938981776,2023-12-11,1386.79,491.16
310,2938981776,2023-12-18,3047.74,351.79
311,2938981776,2023-12-25,3683.19,244.96
312,3046995431,2021-01-04,3990.11,448.11
313,3046995431,2021-01-11,2548.75,362.8
314,3046995431,2021-01-18,4028.5,176.05
315,3046995431,2021-01-25,2330.38,143.52
316,3046995431,2021-02-01,3408.83,420.38
317,3046995431,2021-02-08,3443.35,171.91
318,3046995431,2021-02-15,3185.47,433.97
319,3046995431,2021-02-22,2210.9,433.06
320,3046995431,2021-03-01,4138.49,108.7
321,3046995431,2021-03-08,1957.82,317.18
322,3046995431,2021-03-15,3870.47,452.21
323,3046995431,2021-03-22,3564.17,252.14
324,3046995431,2021-03-29,1738.51,404.01
325,3046995431,2021-04-05,1827.13,378.17
326,3046995431,2021-04-12,1724.85,136.42
327,3046995431,2021-04-19,2004.4,213.97
328,3046995431,2021-04-26,3588.84,164.35
329,3046995431,2021-05-03,4721.23,321.74
330,3046995431,2021-05-10,2963.73,273.88
331,3046995431,2021-05-17,3266.41,108.98
332,3046995431,2021-05-24,4960.35,323.01
333,3046995431,2021-05-31,1140.78,335.99
334,3046995431,2021-06-07,2748.32,109.62
335,3046995431,2021-06-14,4697.72,104.23
336,3046995431,2021-06-21,3311.49,484.72
337,3046995431,2021-06-28,1950.42,201.67
338,3046995431,2021-07-05,1001.69,126.54
339,3046995431,2021-07-12,1179.55,429.06
340,3046995431,2021-07-19,4346.95,390.68
341,3046995431,2021-07-26,2410.98,428.5
342,3046995431,2021-08-02,3159.1,221.72
343,3046995431,2021-08-09,2749.11,126.31
344,3046995431,2021-08-16,4779.63,347.65
345,3046995431,2021-08-23,3924.94,370.63
346,3046995431,2021-08-30,3671.0,106.9
347,3046995431,2021-09-06,3101.49,428.68
348,3046995431,2021-09-13,1178.08,482.47
349,3046995431,2021-09-20,2696.64,215.96
350,3046995431,2021-09-27,3127.29,420.49
351,3046995431,2021-10-04,2899.02,358.04
352,3046995431,2021-10-11,2999.66,352.51
353,3046995431,2021-10-18,1552.12,115.47
354,3046995431,2021-10-25,1547.61,214.34
355,3046995431,2021-11-01,2013.42,346.07
356,3046995431,2021-11-08,2823.56,115.52
357,3046995431,2021-11-15,1139.46,136.24
358,3046995431,2021-11-22,2412.32,102.47
359,3046995431,2021-11-29,2975.95,244.27
360,3046995431,2021-12-06,3221.77,388.33
361,3046995431,2021-12-13,2003.89,162.83
362,3046995431,2021-12-20,2112.21,100.71
363,3046995431,2021-12-27,1480.05,400.33
364,3046995431,2022-01-03,1891.23,497.72
365,3046995431,2022-01-10,1671.33,415.51
366,3046995431,2022-01-17,3820.18,228.85
367,3046995431,2022-01-24,2322.96,325.42
368,3046995431,2022-01-31,4409.5,254.47
369,3046995431,2022-02-07,1244.72,249.77
370,3046995431,2022-02-14,1829.25,475.68
371,3046995431,2022-02-21,3789.1,120.33
372,3046995431,2022-02-28,2171.95,120.09
373,3046995431,2022-03-07,4320.07,462.52
374,3046995431,2022-03-14,1449.12,276.12
375,3046995431,2022-03-21,4727.53,158.08
376,3046995431,2022-03-28,2167.61,221.71
377,3046995431,2022-04-04,1120.23,114.51
378,3046995431,2022-04-11,4811.17,328.44
379,3046995431,2022-04-18,2226.59,251.47
380,3046995431,2022-04-25,3859.37,246.61
381,3046995431,2022-05-02,1911.04,140.73
382,3046995431,2022-05-09,3915.73,172.23
383,3046995431,2022-05-16,1278.59,270.78
384,3046995431,2022-05-23,1158.28,486.0
385,3046995431,2022-05-30,3509.17,161.08
386,3046995431,2022-06-06,1689.82,327.93
387,3046995431,2022-06-13,2426.26,409.71
388,3046995431,2022-06-20,3183.23,273.33
389,3046995431,2022-06-27,4851.92,256.29
390,3046995431,2022-07-04,2602.44,366.31
391,3046995431,2022-07-11,4237.91,350.49
392,3046995431,2022-07-18,3794.44,249.17
393,3046995431,2022-07-25,2917.99,178.81
394,3046995431,2022-08-01,3720.99,188.58
395,3046995431,2022-08-08,1005.03,473.5
396,3046995431,2022-08-15,2224.06,178.65
397,3046995431,2022-08-22,2072.59,232.18
398,3046995431,2022-08-29,2898.19,127.74
399,3046995431,2022-09-05,1210.69,217.16
400,3046995431,2022-09-12,2183.06,147.06
401,3046995431,2022-09-19,2619.17,213.61
402,3046995431,2022-09-26,1104.22,454.29
403,3046995431,2022-10-03,4544.08,183.67
404,3046995431,2022-10-10,1651.49,318.92
405,3046995431,2022-10-17,3523.01,483.02
406,3046995431,2022-10-24,2509.39,347.28
407,3046995431,2022-10-31,4512.72,279.98
408,3046995431,2022-11-07,1489.38,250.98
409,3046995431,2022-11-14,1546.27,106.66
410,3046995431,2022-11-21,4006.21,195.37
411,3046995431,2022-11-28,1008.03,448.97
412,3046995431,2022-12-05,2775.16,195.54
413,3046995431,2022-12-12,2051.16,196.22
414,3046995431,2022-12-19,1778.22,436.49
415,3046995431,2022-12-26,1681.33,324.74
416,3046995431,2023-01-02,1309.28,479.81
417,3046995431,2023-01-09,3413.26,461.26
418,3046995431,2023-01-16,2591.51,424.27
419,3046995431,2023-01-23,4414.62,381.18
420,3046995431,2023-01-30,1371.79,106.43
421,3046995431,2023-02-06,1674.24,147.24
422,3046995431,2023-02-13,3900.55,322.8
423,3046995431,2023-02-20,3103.8,201.15
424,3046995431,2023-02-27,1618.43,182.62
425,3046995431,2023-03-06,2601.11,396.06
426,3046995431,2023-03-13,2018.07,379.45
427,3046995431,2023-03-20,2966.05,454.18
428,3046995431,2023-03-27,1931.66,280.34
429,3046995431,2023-04-03,1386.66,234.06
430,3046995431,2023-04-10,3027.52,393.1
431,3046995431,2023-04-17,1792.31,187.24
432,3046995431,2023-04-24,3526.31,252.98
433,3046995431,2023-05-01,2928.38,434.45
434,3046995431,2023-05-08,2996.33,361.0
435,3046995431,2023-05-15,3627.1,421.44
436,3046995431,2023-05-22,3552.56,125.92
437,3046995431,2023-05-29,2368.69,495.73
438,3046995431,2023-06-05,1786.04,334.69
439,3046995431,2023-06-12,4371.76,334.62
440,3046995431,2023-06-19,2489.08,132.09
441,3046995431,2023-06-26,2446.66,172.83
442,3046995431,2023-07-03,4843.45,386.01
443,3046995431,2023-07-10,3997.53,274.39
444,3046995431,2023-07-17,1439.86,206.69
445,3046995431,2023-07-24,2038.84,294.71
446,3046995431,2023-07-31,2843.92,273.36
447,3046995431,2023-08-07,2983.91,494.81
448,3046995431,2023-08-14,2193.41,346.11
449,3046995431,2023-08-21,1958.03,286.64
450,3046995431,2023-08-28,1800.2,323.28
451,3046995431,2023-09-04,2060.05,114.72
452,3046995431,2023-09-11,4261.08,151.3
453,3046995431,2023-09-18,2472.16,290.87
454,3046995431,2023-09-25,2729.92,390.27
455,3046995431,2023-10-02,3387.11,218.15
456,3046995431,2023-10-09,1206.81,407.04
457,3046995431,2023-10-16,2410.11,455.89
458,3046995431,2023-10-23,2580.23,387.06
459,3046995431,2023-10-30,4758.26,360.46
460,3046995431,2023-11-06,2653.96,326.96
461,3046995431,2023-11-13,3173.78,333.93
462,3046995431,2023-11-20,1587.28,379.4
463,3046995431,2023-11-27,1580.17,105.85
464,3046995431,2023-12-04,3499.12,146.77
465,3046995431,2023-12-11,4081.65,446.39
466,3046995431,2023-12-18,4778.95,365.79
467,3046995431,2023-12-25,2928.06,240.91
468,3948720231,2021-01-04,2963.7,176.14
469,3948720231,2021-01-11,2393.69,387.17
470,3948720231,2021-01-18,1869.69,205.63
471,3948720231,2021-01-25,3997.31,171.13
472,3948720231,2021-02-01,1983.55,107.02
473,3948720231,2021-02-08,3880.21,347.16
474,3948720231,2021-02-15,3777.54,185.73
475,3948720231,2021-02-22,3749.51,338.55
476,3948720231,2021-03-01,2464.49,275.13
477,3948720231,2021-03-08,3271.68,297.32
478,3948720231,2021-03-15,3567.31,172.39
479,3948720231,2021-03-22,3162.84,280.11
480,3948720231,2021-03-29,2844.08,287.75
481,3948720231,2021-04-05,4525.89,427.45
482,3948720231,2021-04-12,3518.28,386.59
483,3948720231,2021-04-19,1171.21,397.6
484,3948720231,2021-04-26,2944.66,227.1
485,3948720231,2021-05-03,1559.11,130.08
486,3948720231,2021-05-10,1179.54,164.72
487,3948720231,2021-05-17,1120.58,393.06
488,3948720231,2021-05-24,1994.46,247.5
489,3948720231,2021-05-31,4290.86,145.86
490,3948720231,2021-06-07,4342.38,355.82
491,3948720231,2021-06-14,2368.12,147.12
492,3948720231,2021-06-21,1365.97,234.21
493,3948720231,2021-06-28,1561.37,207.08
494,3948720231,2021-07-05,1211.82,338.0
495,3948720231,2021-07-12,1581.1,402.69
496,3948720231,2021-07-19,1872.7,419.19
497,3948720231,2021-07-26,1759.53,388.55
498,3948720231,2021-08-02,2332.3,333.25
499,3948720231,2021-08-09,1154.65,298.1
500,3948720231,2021-08-16,1594.75,294.53
501,3948720231,2021-08-23,1565.44,274.84
502,3948720231,2021-08-30,1442.48,187.98
503,3948720231,2021-09-06,3380.32,490.66
504,3948720231,2021-09-13,2796.74,374.87
505,3948720231,2021-09-20,3157.7,299.34
506,3948720231,2021-09-27,1258.82,157.72
507,3948720231,2021-10-04,4532.23,264.07
508,3948720231,2021-10-11,3457.33,311.29
509,3948720231,2021-10-18,2515.53,255.13
510,3948720231,2021-10-25,3221.86,156.46
511,3948720231,2021-11-01,2549.04,278.79
512,3948720231,2021-11-08,4940.5,240.58
513,3948720231,2021-11-15,3578.32,154.97
514,3948720231,2021-11-22,1261.93,448.62
515,3948720231,2021-11-29,3922.94,227.0
516,3948720231,2021-12-06,3018.31,154.3
517,3948720231,2021-12-13,3828.64,128.13
518,3948720231,2021-12-20,4028.13,318.73
519,3948720231,2021-12-27,2115.4,445.03
520,3948720231,2022-01-03,4944.29,201.74
521,3948720231,2022-01-10,4224.98,400.07
522,3948720231,2022-01-17,3988.76,482.89
523,3948720231,2022-01-24,2946.47,369.67
524,3948720231,2022-01-31,4295.51,291.81
525,3948720231,2022-02-07,2925.72,227.46
526,3948720231,2022-02-14,4123.3,374.48
527,3948720231,2022-02-21,2804.56,267.73
528,3948720231,2022-02-28,1290.36,102.6
529,3948720231,2022-03-07,3115.58,267.0
530,3948720231,2022-03-14,4184.15,317.06
531,3948720231,2022-03-21,4746.82,178.46
532,3948720231,2022-03-28,4960.6,219.17
533,3948720231,2022-04-04,3569.7,300.74
534,3948720231,2022-04-11,2438.31,155.72
535,3948720231,2022-04-18,1539.34,384.6
536,3948720231,2022-04-25,2510.57,484.52
537,3948720231,2022-05-02,2302.59,493.41
538,3948720231,2022-05-09,1821.69,141.13
539,3948720231,2022-05-16,2250.28,454.23
540,3948720231,2022-05-23,3087.41,154.26
541,3948720231,2022-05-30,1810.0,224.5
542,3948720231,2022-06-06,3360.67,232.95
543,3948720231,2022-06-13,3988.22,346.52
544,3948720231,2022-06-20,4495.29,300.38
545,3948720231,2022-06-27,2324.71,498.51
546,3948720231,2022-07-04,2422.53,271.44
547,3948720231,2022-07-11,4236.51,135.45
548,3948720231,2022-07-18,2545.96,134.28
549,3948720231,2022-07-25,1557.22,101.86
550,3948720231,2022-08-01,1038.18,252.12
551,3948720231,2022-08-08,4236.66,334.8
552,3948720231,2022-08-15,3539.66,307.7
553,3948720231,2022-08-22,4279.17,452.15
554,3948720231,2022-08-29,4398.96,424.85
555,3948720231,2022-09-05,1730.85,337.55
556,3948720231,2022-09-12,3328.65,311.18
557,3948720231,2022-09-19,2923.25,135.67
558,3948720231,2022-09-26,1408.65,460.91
559,3948720231,2022-10-03,3520.75,204.93
560,3948720231,2022-10-10,2117.2,344.08
561,3948720231,2022-10-17,2627.74,276.53
562,3948720231,2022-10-24,1242.6,155.5
563,3948720231,2022-10-31,2573.4,379.87
564,3948720231,2022-11-07,1192.1,233.82
565,3948720231,2022-11-14,3780.29,416.82
566,3948720231,2022-11-21,1760.88,392.59
567,3948720231,2022-11-28,4821.65,462.72
568,3948720231,2022-12-05,4157.5,384.93
569,3948720231,2022-12-12,1940.55,353.56
570,3948720231,2022-12-19,3573.1,262.73
571,3948720231,2022-12-26,2972.06,377.61
572,3948720231,2023-01-02,4808.41,218.12
573,3948720231,2023-01-09,1985.45,340.72
574,3948720231,2023-01-16,1523.2,333.01
575,3948720231,2023-01-23,1355.41,296.23
576,3948720231,2023-01-30,3481.66,128.04
577,3948720231,2023-02-06,1827.81,234.15
578,3948720231,2023-02-13,2474.39,370.44
579,3948720231,2023-02-20,3116.09,252.84
580,3948720231,2023-02-27,2802.71,105.19
581,3948720231,2023-03-06,4082.1,116.4
582,3948720231,2023-03-13,4317.27,316.4
583,3948720231,2023-03-20,3111.28,381.83
584,3948720231,2023-03-27,4438.24,477.06
585,3948720231,2023-04-03,3173.48,160.26
586,3948720231,2023-04-10,4514.52,116.27
587,3948720231,2023-04-17,4229.35,372.17
588,3948720231,2023-04-24,4618.91,458.99
589,3948720231,2023-05-01,1212.62,343.78
590,3948720231,2023-05-08,1498.69,131.39
591,3948720231,2023-05-15,2793.11,139.04
592,3948720231,2023-05-22,3911.61,487.58
593,3948720231,2023-05-29,3278.33,194.07
594,3948720231,2023-06-05,4372.83,441.24
595,3948720231,2023-06-12,3931.14,346.05
596,3948720231,2023-06-19,4471.17,165.32
597,3948720231,2023-06-26,4726.4,478.88
598,3948720231,2023-07-03,4487.97,200.26
599,3948720231,2023-07-10,4432.71,299.06
600,3948720231,2023-07-17,3379.72,436.24
601,3948720231,2023-07-24,1118.33,245.18
602,3948720231,2023-07-31,4262.77,425.58
603,3948720231,2023-08-07,4394.75,167.69
604,3948720231,2023-08-14,3823.55,158.6
605,3948720231,2023-08-21,4140.39,198.05
