,HCP_ID,Date,Print,Print Spend
153,3772541751,2023-12-11,3713.55,337.63
154,3772541751,2023-12-18,2185.11,104.83
155,3772541751,2023-12-25,4931.14,121.2
156,2048023007,2021-01-04,3188.05,440.81
157,2048023007,2021-01-11,3484.3,334.77
158,2048023007,2021-01-18,3860.4,223.25
159,2048023007,2021-01-25,2558.56,133.81
160,2048023007,2021-02-01,1018.79,205.82
161,2048023007,2021-02-08,4256.93,344.64
162,2048023007,2021-02-15,1557.67,270.59
163,2048023007,2021-02-22,1078.12,420.9
164,2048023007,2021-03-01,2844.23,210.76
165,2048023007,2021-03-08,4072.53,488.14
166,2048023007,2021-03-15,2612.85,406.18
167,2048023007,2021-03-22,2285.08,403.21
168,2048023007,2021-03-29,4860.43,360.14
169,2048023007,2021-04-05,1955.78,376.05
170,2048023007,2021-04-12,4378.44,261.49
171,2048023007,2021-04-19,3488.03,201.02
172,2048023007,2021-04-26,2818.26,166.34
173,2048023007,2021-05-03,4342.15,138.68
174,2048023007,2021-05-10,1223.36,313.76
175,2048023007,2021-05-17,3329.91,467.31
176,2048023007,2021-05-24,1813.13,411.2
177,2048023007,2021-05-31,3576.28,396.67
178,2048023007,2021-06-07,1629.8,278.58
179,2048023007,2021-06-14,2424.32,379.82
180,2048023007,2021-06-21,3374.14,487.01
181,2048023007,2021-06-28,1554.96,289.43
182,2048023007,2021-07-05,3775.4,247.51
183,2048023007,2021-07-12,4692.77,441.02
184,2048023007,2021-07-19,4491.71,343.62
185,2048023007,2021-07-26,2886.73,247.16
186,2048023007,2021-08-02,1478.78,479.29
187,2048023007,2021-08-09,2054.5,420.83
188,2048023007,2021-08-16,1047.6,252.6
189,2048023007,2021-08-23,3284.42,225.75
190,2048023007,2021-08-30,1775.58,128.58
191,2048023007,2021-09-06,4956.43,454.56
192,2048023007,2021-09-13,2249.41,106.32
193,2048023007,2021-09-20,3162.3,228.6
194,2048023007,2021-09-27,1463.01,416.12
195,2048023007,2021-10-04,2352.7,489.14
196,2048023007,2021-10-11,3824.73,435.89
197,2048023007,2021-10-18,3487.13,324.68
198,2048023007,2021-10-25,2712.14,133.25
199,2048023007,2021-11-01,3949.62,235.94
200,2048023007,2021-11-08,1786.73,145.77
201,2048023007,2021-11-15,1313.38,290.17
202,2048023007,2021-11-22,4347.94,151.48
203,2048023007,2021-11-29,3058.94,251.64
204,2048023007,2021-12-06,3159.67,123.21
205,2048023007,2021-12-13,3140.54,319.99
206,2048023007,2021-12-20,4480.33,179.8
207,2048023007,2021-12-27,4258.96,400.57
208,2048023007,2022-01-03,4657.85,465.17
209,2048023007,2022-01-10,4064.56,470.1
210,2048023007,2022-01-17,2035.82,162.25
211,2048023007,2022-01-24,2121.48,435.95
212,2048023007,2022-01-31,2254.09,427.46
213,2048023007,2022-02-07,2487.89,419.8
214,2048023007,2022-02-14,4388.7,371.15
215,2048023007,2022-02-21,4918.31,392.13
216,2048023007,2022-02-28,1980.55,493.76
217,2048023007,2022-03-07,3735.25,274.3
218,2048023007,2022-03-14,2967.71,406.45
219,2048023007,2022-03-21,4012.95,436.44
220,2048023007,2022-03-28,1962.87,479.23
221,2048023007,2022-04-04,2046.04,292.19
222,2048023007,2022-04-11,1845.49,273.72
223,2048023007,2022-04-18,3599.55,296.74
224,2048023007,2022-04-25,1994.07,254.81
225,2048023007,2022-05-02,3377.93,459.1
226,2048023007,2022-05-09,2694.85,329.95
227,2048023007,2022-05-16,4643.4,436.42
228,2048023007,2022-05-23,1741.39,244.7
229,2048023007,2022-05-30,4154.99,392.41
230,2048023007,2022-06-06,4068.9,163.79
231,2048023007,2022-06-13,2840.35,378.08
232,2048023007,2022-06-20,2623.54,325.79
233,2048023007,2022-06-27,4038.67,301.45
234,2048023007,2022-07-04,3440.91,237.25
235,2048023007,2022-07-11,2460.28,175.06
236,2048023007,2022-07-18,4967.29,342.82
237,2048023007,2022-07-25,1777.68,165.76
238,2048023007,2022-08-01,1914.25,387.12
239,2048023007,2022-08-08,2995.26,314.22
240,2048023007,2022-08-15,3784.23,391.59
241,2048023007,2022-08-22,3986.55,131.9
242,2048023007,2022-08-29,4329.64,169.75
243,2048023007,2022-09-05,3539.33,190.19
244,2048023007,2022-09-12,4304.66,406.05
245,2048023007,2022-09-19,1700.95,320.11
246,2048023007,2022-09-26,3886.77,167.7
247,2048023007,2022-10-03,1585.49,250.3
248,2048023007,2022-10-10,4674.34,127.11
249,2048023007,2022-10-17,2435.49,422.54
250,2048023007,2022-10-24,2376.98,122.04
251,2048023007,2022-10-31,3530.42,483.16
252,2048023007,2022-11-07,3318.61,425.77
253,2048023007,2022-11-14,1056.76,364.21
254,2048023007,2022-11-21,1603.95,379.42
255,2048023007,2022-11-28,3280.41,188.66
256,2048023007,2022-12-05,3340.11,370.46
257,2048023007,2022-12-12,4608.55,455.54
258,2048023007,2022-12-19,4745.69,436.48
259,2048023007,2022-12-26,3163.33,439.66
260,2048023007,2023-01-02,3888.9,395.17
261,2048023007,2023-01-09,1618.11,171.85
262,2048023007,2023-01-16,1721.15,183.67
263,2048023007,2023-01-23,2672.11,226.16
264,2048023007,2023-01-30,1196.39,389.62
265,2048023007,2023-02-06,2612.95,131.18
266,2048023007,2023-02-13,4156.24,107.82
267,2048023007,2023-02-20,3239.44,402.87
268,2048023007,2023-02-27,2490.35,329.63
269,2048023007,2023-03-06,1202.75,194.82
270,2048023007,2023-03-13,3654.34,416.14
271,2048023007,2023-03-20,1457.38,486.5
272,2048023007,2023-03-27,2578.07,469.84
273,2048023007,2023-04-03,3158.79,357.62
274,2048023007,2023-04-10,1703.69,453.89
275,2048023007,2023-04-17,1349.87,494.97
276,2048023007,2023-04-24,2567.87,165.76
277,2048023007,2023-05-01,3422.96,446.28
278,2048023007,2023-05-08,2588.38,103.44
279,2048023007,2023-05-15,4489.05,332.53
280,2048023007,2023-05-22,1371.47,462.41
281,2048023007,2023-05-29,4092.86,313.06
282,2048023007,2023-06-05,2787.08,382.36
283,2048023007,2023-06-12,2448.63,361.94
284,2048023007,2023-06-19,1603.63,156.97
285,2048023007,2023-06-26,2244.24,454.32
286,2048023007,2023-07-03,4401.31,296.84
287,2048023007,2023-07-10,3341.9,351.04
288,2048023007,2023-07-17,2492.77,380.53
289,2048023007,2023-07-24,3432.59,241.74
290,2048023007,2023-07-31,2135.49,492.3
291,2048023007,2023-08-07,2137.18,169.62
292,2048023007,2023-08-14,4338.39,424.33
293,2048023007,2023-08-21,1955.03,439.48
294,2048023007,2023-08-28,4646.65,232.7
295,2048023007,2023-09-04,2314.27,152.38
296,2048023007,2023-09-11,3443.3,377.59
297,2048023007,2023-09-18,1293.56,183.56
298,2048023007,2023-09-25,2081.67,278.42
299,2048023007,2023-10-02,4294.76,189.69
300,2048023007,2023-10-09,4230.35,455.94
301,2048023007,2023-10-16,1802.15,497.15
302,2048023007,2023-10-23,3067.02,320.73
303,2048023007,2023-10-30,3464.3,421.12
304,2048023007,2023-11-06,3613.02,393.94
305,2048023007,2023-11-13,2758.83,335.98
306,2048023007,2023-11-20,1988.39,245.3
307,2048023007,2023-11-27,3526.32,116.4
308,2048023007,2023-12-04,3314.53,320.29
309,2048023007,2023-12-11,1746.79,473.39
310,2048023007,2023-12-18,1334.76,120.61
311,2048023007,2023-12-25,4444.91,436.12
312,4128665737,2021-01-04,2584.96,490.16
313,4128665737,2021-01-11,4901.87,149.99
314,4128665737,2021-01-18,2917.89,121.35
315,4128665737,2021-01-25,2431.03,128.67
316,4128665737,2021-02-01,1643.13,457.07
317,4128665737,2021-02-08,4377.34,443.17
318,4128665737,2021-02-15,1130.62,327.67
319,4128665737,2021-02-22,4096.32,376.66
320,4128665737,2021-03-01,3002.42,148.7
321,4128665737,2021-03-08,4095.84,455.96
322,4128665737,2021-03-15,2073.55,315.84
323,4128665737,2021-03-22,2961.65,393.26
324,4128665737,2021-03-29,4704.19,281.24
325,4128665737,2021-04-05,2849.97,190.44
326,4128665737,2021-04-12,1716.97,115.44
327,4128665737,2021-04-19,4270.32,260.95
328,4128665737,2021-04-26,1292.92,320.46
329,4128665737,2021-05-03,2341.4,488.59
330,4128665737,2021-05-10,2791.21,141.11
331,4128665737,2021-05-17,3552.98,417.37
332,4128665737,2021-05-24,3325.23,409.93
333,4128665737,2021-05-31,2198.85,312.51
334,4128665737,2021-06-07,4308.1,130.07
335,4128665737,2021-06-14,2037.74,350.76
336,4128665737,2021-06-21,3024.17,407.85
337,4128665737,2021-06-28,1712.62,438.93
338,4128665737,2021-07-05,3474.21,181.33
339,4128665737,2021-07-12,1226.0,492.78
340,4128665737,2021-07-19,2775.86,207.03
341,4128665737,2021-07-26,1721.16,197.68
342,4128665737,2021-08-02,2958.95,441.16
343,4128665737,2021-08-09,1833.94,247.28
344,4128665737,2021-08-16,4189.12,365.76
345,4128665737,2021-08-23,1114.82,200.12
346,4128665737,2021-08-30,1509.6,116.52
347,4128665737,2021-09-06,4788.75,348.4
348,4128665737,2021-09-13,3167.11,444.03
349,4128665737,2021-09-20,3365.9,331.08
350,4128665737,2021-09-27,1807.59,348.16
351,4128665737,2021-10-04,3672.01,452.55
352,4128665737,2021-10-11,2701.37,181.57
353,4128665737,2021-10-18,3277.09,489.02
354,4128665737,2021-10-25,1301.22,101.39
355,4128665737,2021-11-01,1143.66,432.54
356,4128665737,2021-11-08,1004.49,188.62
357,4128665737,2021-11-15,4926.12,398.33
358,4128665737,2021-11-22,1875.21,188.76
359,4128665737,2021-11-29,2833.38,130.39
360,4128665737,2021-12-06,3612.25,298.64
361,4128665737,2021-12-13,2677.05,296.11
362,4128665737,2021-12-20,2087.44,185.42
363,4128665737,2021-12-27,1274.18,350.19
364,4128665737,2022-01-03,2976.29,384.42
365,4128665737,2022-01-10,4577.53,497.21
366,4128665737,2022-01-17,1909.79,167.18
367,4128665737,2022-01-24,4648.43,260.64
368,4128665737,2022-01-31,4213.75,154.13
369,4128665737,2022-02-07,2179.35,104.43
370,4128665737,2022-02-14,4959.53,102.26
371,4128665737,2022-02-21,1686.6,323.0
372,4128665737,2022-02-28,4401.5,417.63
373,4128665737,2022-03-07,2012.64,452.1
374,4128665737,2022-03-14,1278.52,232.74
375,4128665737,2022-03-21,2052.11,362.34
376,4128665737,2022-03-28,1153.05,441.74
377,4128665737,2022-04-04,4845.44,194.5
378,4128665737,2022-04-11,4607.88,462.5
379,4128665737,2022-04-18,3505.49,302.8
380,4128665737,2022-04-25,4098.76,307.22
381,4128665737,2022-05-02,3977.07,137.12
382,4128665737,2022-05-09,2140.77,257.73
383,4128665737,2022-05-16,1820.2,192.15
384,4128665737,2022-05-23,4046.72,169.43
385,4128665737,2022-05-30,1448.56,212.15
386,4128665737,2022-06-06,1640.2,181.24
387,4128665737,2022-06-13,4131.88,276.43
388,4128665737,2022-06-20,2736.37,309.94
389,4128665737,2022-06-27,1356.45,494.87
390,4128665737,2022-07-04,4388.48,217.1
391,4128665737,2022-07-11,1227.0,346.93
392,4128665737,2022-07-18,3368.44,223.98
393,4128665737,2022-07-25,2362.37,310.31
394,4128665737,2022-08-01,4516.71,143.69
395,4128665737,2022-08-08,3039.29,274.8
396,4128665737,2022-08-15,2865.57,463.9
397,4128665737,2022-08-22,3177.38,377.97
398,4128665737,2022-08-29,4650.67,220.96
399,4128665737,2022-09-05,2434.8,190.63
400,4128665737,2022-09-12,3607.42,201.52
401,4128665737,2022-09-19,1938.71,494.7
402,4128665737,2022-09-26,3789.38,425.75
403,4128665737,2022-10-03,4875.23,488.42
404,4128665737,2022-10-10,2332.42,307.5
405,4128665737,2022-10-17,4693.61,110.25
406,4128665737,2022-10-24,4664.74,443.2
407,4128665737,2022-10-31,2871.94,306.77
408,4128665737,2022-11-07,1190.65,322.31
409,4128665737,2022-11-14,1492.43,205.57
410,4128665737,2022-11-21,4216.17,301.87
411,4128665737,2022-11-28,4007.54,472.72
412,4128665737,2022-12-05,1684.63,203.8
413,4128665737,2022-12-12,3347.94,479.84
414,4128665737,2022-12-19,4117.2,355.73
415,4128665737,2022-12-26,3716.69,273.05
416,4128665737,2023-01-02,2614.9,494.73
417,4128665737,2023-01-09,4425.55,404.36
418,4128665737,2023-01-16,3878.87,326.84
419,4128665737,2023-01-23,2316.39,273.14
420,4128665737,2023-01-30,1235.43,135.72
421,4128665737,2023-02-06,2537.85,146.28
422,4128665737,2023-02-13,2592.3,185.37
423,4128665737,2023-02-20,2400.12,251.7
424,4128665737,2023-02-27,4177.27,374.25
425,4128665737,2023-03-06,4259.61,245.95
426,4128665737,2023-03-13,4303.34,479.86
427,4128665737,2023-03-20,2109.75,387.48
428,4128665737,2023-03-27,1230.25,308.42
429,4128665737,2023-04-03,1625.36,433.18
430,4128665737,2023-04-10,2657.15,341.72
431,4128665737,2023-04-17,3328.75,141.71
432,4128665737,2023-04-24,1400.57,328.61
433,4128665737,2023-05-01,2259.92,144.56
434,4128665737,2023-05-08,2240.01,176.26
435,4128665737,2023-05-15,1158.65,251.93
436,4128665737,2023-05-22,3722.97,145.3
437,4128665737,2023-05-29,3340.55,160.66
438,4128665737,2023-06-05,1273.53,136.89
439,4128665737,2023-06-12,1839.23,286.24
440,4128665737,2023-06-19,2778.0,290.58
441,4128665737,2023-06-26,2503.52,452.07
442,4128665737,2023-07-03,4538.34,363.16
443,4128665737,2023-07-10,2296.19,174.01
444,4128665737,2023-07-17,3790.93,498.62
445,4128665737,2023-07-24,4277.31,231.12
446,4128665737,2023-07-31,1767.31,427.06
447,4128665737,2023-08-07,2608.96,333.99
448,4128665737,2023-08-14,1170.02,422.55
449,4128665737,2023-08-21,1809.04,405.41
450,4128665737,2023-08-28,3641.23,265.0
451,4128665737,2023-09-04,3134.05,315.05
452,4128665737,2023-09-11,1901.0,151.7
453,4128665737,2023-09-18,4240.34,376.04
454,4128665737,2023-09-25,3485.44,211.34
455,4128665737,2023-10-02,2608.42,158.91
456,4128665737,2023-10-09,4017.66,106.02
457,4128665737,2023-10-16,1011.52,308.38
458,4128665737,2023-10-23,2376.93,157.54
459,4128665737,2023-10-30,3892.18,472.83
460,4128665737,2023-11-06,2122.69,341.06
461,4128665737,2023-11-13,3979.42,346.32
462,4128665737,2023-11-20,2531.88,322.25
463,4128665737,2023-11-27,3898.4,477.28
464,4128665737,2023-12-04,4089.39,226.03
465,4128665737,2023-12-11,3687.32,466.49
466,4128665737,2023-12-18,3075.91,138.24
467,4128665737,2023-12-25,3564.69,341.99
468,6833072611,2021-01-04,1537.73,195.83
469,6833072611,2021-01-11,3687.68,489.46
470,6833072611,2021-01-18,1695.12,345.63
471,6833072611,2021-01-25,2895.4,235.87
472,6833072611,2021-02-01,4656.82,474.9
473,6833072611,2021-02-08,1653.27,382.53
474,6833072611,2021-02-15,4096.19,469.3
475,6833072611,2021-02-22,1292.55,472.77
476,6833072611,2021-03-01,1985.43,443.28
477,6833072611,2021-03-08,4312.81,417.44
478,6833072611,2021-03-15,2175.03,403.89
479,6833072611,2021-03-22,2047.27,223.9
480,6833072611,2021-03-29,4268.64,333.73
481,6833072611,2021-04-05,2205.48,379.83
482,6833072611,2021-04-12,4430.46,323.04
483,6833072611,2021-04-19,1874.77,331.9
484,6833072611,2021-04-26,3342.32,352.36
485,6833072611,2021-05-03,4123.12,492.33
486,6833072611,2021-05-10,1439.71,176.65
487,6833072611,2021-05-17,4259.84,311.58
488,6833072611,2021-05-24,3982.49,266.4
489,6833072611,2021-05-31,4355.42,268.47
490,6833072611,2021-06-07,4786.75,256.41
491,6833072611,2021-06-14,2125.59,140.81
492,6833072611,2021-06-21,4394.01,479.75
493,6833072611,2021-06-28,4577.16,403.98
494,6833072611,2021-07-05,2729.15,223.2
495,6833072611,2021-07-12,2138.27,403.83
496,6833072611,2021-07-19,2379.46,414.05
497,6833072611,2021-07-26,4929.11,175.54
498,6833072611,2021-08-02,1456.45,147.78
499,6833072611,2021-08-09,1235.99,376.37
500,6833072611,2021-08-16,3371.93,325.79
501,6833072611,2021-08-23,3326.44,127.82
502,6833072611,2021-08-30,2165.01,206.34
503,6833072611,2021-09-06,2916.1,451.6
504,6833072611,2021-09-13,4888.65,344.82
505,6833072611,2021-09-20,1987.17,252.27
506,6833072611,2021-09-27,2301.65,181.63
507,6833072611,2021-10-04,4914.02,152.62
508,6833072611,2021-10-11,3265.68,419.47
509,6833072611,2021-10-18,4758.32,180.38
510,6833072611,2021-10-25,1769.09,298.88
511,6833072611,2021-11-01,2537.39,199.73
512,6833072611,2021-11-08,1377.58,245.86
513,6833072611,2021-11-15,2126.28,168.81
514,6833072611,2021-11-22,2472.64,132.65
515,6833072611,2021-11-29,4668.46,339.6
516,6833072611,2021-12-06,2916.98,151.87
517,6833072611,2021-12-13,4109.76,130.16
518,6833072611,2021-12-20,4940.37,437.1
519,6833072611,2021-12-27,2883.89,368.72
520,6833072611,2022-01-03,1355.69,295.41
521,6833072611,2022-01-10,4278.27,131.28
522,6833072611,2022-01-17,1868.15,410.92
523,6833072611,2022-01-24,2833.64,365.98
524,6833072611,2022-01-31,4272.58,158.18
525,6833072611,2022-02-07,2874.21,325.04
526,6833072611,2022-02-14,3459.95,439.11
527,6833072611,2022-02-21,2905.46,226.89
528,6833072611,2022-02-28,4209.57,458.75
529,6833072611,2022-03-07,2434.69,390.54
530,6833072611,2022-03-14,1847.64,136.03
531,6833072611,2022-03-21,2506.14,262.78
532,6833072611,2022-03-28,1456.05,140.91
533,6833072611,2022-04-04,3824.87,387.53
534,6833072611,2022-04-11,1289.99,302.7
535,6833072611,2022-04-18,3238.69,299.44
536,6833072611,2022-04-25,4916.76,283.09
537,6833072611,2022-05-02,3181.08,224.07
538,6833072611,2022-05-09,2009.07,427.58
539,6833072611,2022-05-16,4711.7,228.7
540,6833072611,2022-05-23,4390.87,268.69
541,6833072611,2022-05-30,3098.06,171.25
542,6833072611,2022-06-06,3337.68,481.06
543,6833072611,2022-06-13,1202.24,204.51
544,6833072611,2022-06-20,3777.52,207.48
545,6833072611,2022-06-27,2471.88,216.04
546,6833072611,2022-07-04,4869.88,294.85
547,6833072611,2022-07-11,1535.4,148.92
548,6833072611,2022-07-18,2241.39,260.39
549,6833072611,2022-07-25,2155.46,320.22
550,6833072611,2022-08-01,4487.19,415.27
551,6833072611,2022-08-08,3315.95,389.7
552,6833072611,2022-08-15,3649.7,126.39
553,6833072611,2022-08-22,3538.8,448.83
554,6833072611,2022-08-29,4320.14,288.02
555,6833072611,2022-09-05,2303.59,251.13
556,6833072611,2022-09-12,3263.2,263.85
557,6833072611,2022-09-19,2393.91,147.45
558,6833072611,2022-09-26,1424.66,111.75
559,6833072611,2022-10-03,4975.57,245.06
560,6833072611,2022-10-10,1290.65,327.06
561,6833072611,2022-10-17,3700.2,372.31
562,6833072611,2022-10-24,4877.65,185.29
563,6833072611,2022-10-31,4578.92,462.47
564,6833072611,2022-11-07,2831.05,481.12
565,6833072611,2022-11-14,1807.04,235.8
566,6833072611,2022-11-21,4037.6,478.04
567,6833072611,2022-11-28,1311.62,369.09
568,6833072611,2022-12-05,4772.68,141.18
569,6833072611,2022-12-12,1732.28,370.91
570,6833072611,2022-12-19,3528.56,219.37
571,6833072611,2022-12-26,4746.23,254.65
572,6833072611,2023-01-02,2365.46,436.5
573,6833072611,2023-01-09,3246.65,276.82
574,6833072611,2023-01-16,3179.0,386.77
575,6833072611,2023-01-23,1333.58,233.46
576,6833072611,2023-01-30,4442.06,393.01
577,6833072611,2023-02-06,1294.92,284.11
578,6833072611,2023-02-13,2231.82,417.17
579,6833072611,2023-02-20,1575.25,157.96
580,6833072611,2023-02-27,3966.4,494.86
581,6833072611,2023-03-06,2560.02,445.4
582,6833072611,2023-03-13,2592.41,362.71
583,6833072611,2023-03-20,2946.9,397.3
584,6833072611,2023-03-27,1228.83,319.8
585,6833072611,2023-04-03,4993.46,400.64
586,6833072611,2023-04-10,1920.93,222.28
587,6833072611,2023-04-17,3756.69,159.56
588,6833072611,2023-04-24,1028.36,409.14
589,6833072611,2023-05-01,3397.92,369.16
590,6833072611,2023-05-08,1088.36,251.46
591,6833072611,2023-05-15,3127.04,379.13
592,6833072611,2023-05-22,4378.31,214.62
593,6833072611,2023-05-29,4627.91,368.86
594,6833072611,2023-06-05,2594.12,364.74
595,6833072611,2023-06-12,3644.4,185.45
596,6833072611,2023-06-19,1024.67,149.04
597,6833072611,2023-06-26,4819.79,443.33
598,6833072611,2023-07-03,1689.52,363.8
599,6833072611,2023-07-10,4664.69,466.42
600,6833072611,2023-07-17,3257.67,389.4
601,6833072611,2023-07-24,2576.25,128.85
602,6833072611,2023-07-31,3115.01,227.26
603,6833072611,2023-08-07,2627.89,169.54
604,6833072611,2023-08-14,3940.41,479.3
605,6833072611,2023-08-21,3802.98,296.91
