,HCP_ID,Date,Samples,Samples Spend
115,2189592771,2023-03-20,2849.52,223.87
116,2189592771,2023-03-27,4350.45,461.44
117,2189592771,2023-04-03,4911.67,492.48
118,2189592771,2023-04-10,4921.69,384.78
119,2189592771,2023-04-17,3250.61,168.94
120,2189592771,2023-04-24,4068.25,393.95
121,2189592771,2023-05-01,4369.61,284.98
122,2189592771,2023-05-08,4569.69,387.47
123,2189592771,2023-05-15,1684.5,182.76
124,2189592771,2023-05-22,4257.06,270.28
125,2189592771,2023-05-29,1996.05,269.03
126,2189592771,2023-06-05,1645.51,456.69
127,2189592771,2023-06-12,1286.16,241.3
128,2189592771,2023-06-19,3227.72,449.46
129,2189592771,2023-06-26,4126.2,108.97
130,2189592771,2023-07-03,4300.99,355.25
131,2189592771,2023-07-10,1533.39,346.99
132,2189592771,2023-07-17,4271.58,340.84
133,2189592771,2023-07-24,4996.59,302.8
134,2189592771,2023-07-31,3692.52,128.15
135,2189592771,2023-08-07,4252.79,349.64
136,2189592771,2023-08-14,3244.97,383.52
137,2189592771,2023-08-21,3242.04,406.58
138,2189592771,2023-08-28,3334.06,308.02
139,2189592771,2023-09-04,1540.08,288.73
140,2189592771,2023-09-11,3152.94,349.83
141,2189592771,2023-09-18,2823.57,158.66
142,2189592771,2023-09-25,1601.45,388.4
143,2189592771,2023-10-02,3645.79,203.8
144,2189592771,2023-10-09,2783.43,222.78
145,2189592771,2023-10-16,1724.09,230.47
146,2189592771,2023-10-23,2050.76,132.97
147,2189592771,2023-10-30,3017.95,280.35
148,2189592771,2023-11-06,3858.43,348.12
149,2189592771,2023-11-13,2373.51,298.52
150,2189592771,2023-11-20,3144.33,467.02
151,2189592771,2023-11-27,4926.78,426.22
152,2189592771,2023-12-04,3248.42,471.24
153,2189592771,2023-12-11,1712.45,378.6
154,2189592771,2023-12-18,2841.87,157.9
155,2189592771,2023-12-25,1300.84,292.3
156,6833072611,2021-01-04,1955.88,200.2
157,6833072611,2021-01-11,2280.87,387.35
158,6833072611,2021-01-18,1656.36,387.02
159,6833072611,2021-01-25,4130.84,337.79
160,6833072611,2021-02-01,1990.23,120.61
161,6833072611,2021-02-08,2631.78,438.98
162,6833072611,2021-02-15,1407.48,397.93
163,6833072611,2021-02-22,2871.56,459.53
164,6833072611,2021-03-01,2424.79,381.9
165,6833072611,2021-03-08,3960.48,179.5
166,6833072611,2021-03-15,1632.59,137.09
167,6833072611,2021-03-22,3806.33,319.26
168,6833072611,2021-03-29,1346.88,223.33
169,6833072611,2021-04-05,1569.39,137.07
170,6833072611,2021-04-12,2195.08,138.52
171,6833072611,2021-04-19,2040.74,321.09
172,6833072611,2021-04-26,3243.62,167.2
173,6833072611,2021-05-03,1764.05,441.99
174,6833072611,2021-05-10,1667.74,118.3
175,6833072611,2021-05-17,1979.28,330.57
176,6833072611,2021-05-24,1028.9,493.99
177,6833072611,2021-05-31,1921.56,195.25
178,6833072611,2021-06-07,3954.47,199.27
179,6833072611,2021-06-14,2584.61,317.57
180,6833072611,2021-06-21,1087.49,434.92
181,6833072611,2021-06-28,3048.2,225.17
182,6833072611,2021-07-05,2599.15,122.33
183,6833072611,2021-07-12,3871.92,315.8
184,6833072611,2021-07-19,4655.97,285.67
185,6833072611,2021-07-26,4313.61,175.33
186,6833072611,2021-08-02,1226.04,479.38
187,6833072611,2021-08-09,2027.83,433.43
188,6833072611,2021-08-16,2029.33,162.34
189,6833072611,2021-08-23,3930.12,411.36
190,6833072611,2021-08-30,4374.45,445.95
191,6833072611,2021-09-06,2932.52,260.09
192,6833072611,2021-09-13,4003.88,327.75
193,6833072611,2021-09-20,4861.14,250.33
194,6833072611,2021-09-27,1171.5,335.72
195,6833072611,2021-10-04,2413.88,237.07
196,6833072611,2021-10-11,3258.08,468.71
197,6833072611,2021-10-18,2067.83,251.84
198,6833072611,2021-10-25,4565.0,458.09
199,6833072611,2021-11-01,1938.36,382.53
200,6833072611,2021-11-08,2662.24,474.4
201,6833072611,2021-11-15,3928.98,297.74
202,6833072611,2021-11-22,4269.65,499.15
203,6833072611,2021-11-29,2788.17,249.4
204,6833072611,2021-12-06,3428.14,373.23
205,6833072611,2021-12-13,3817.79,289.43
206,6833072611,2021-12-20,2329.17,428.77
207,6833072611,2021-12-27,4833.04,445.59
208,6833072611,2022-01-03,3729.42,244.06
209,6833072611,2022-01-10,3489.93,140.46
210,6833072611,2022-01-17,3135.65,412.49
211,6833072611,2022-01-24,2004.24,300.61
212,6833072611,2022-01-31,1293.1,435.4
213,6833072611,2022-02-07,2400.93,332.88
214,6833072611,2022-02-14,2514.14,339.04
215,6833072611,2022-02-21,3976.79,230.73
216,6833072611,2022-02-28,3077.05,417.95
217,6833072611,2022-03-07,3751.41,122.83
218,6833072611,2022-03-14,3275.04,250.53
219,6833072611,2022-03-21,3835.12,106.67
220,6833072611,2022-03-28,2322.39,134.6
221,6833072611,2022-04-04,4681.97,450.6
222,6833072611,2022-04-11,4872.35,357.39
223,6833072611,2022-04-18,4228.2,344.75
224,6833072611,2022-04-25,2968.18,433.53
225,6833072611,2022-05-02,4104.66,393.31
226,6833072611,2022-05-09,4575.64,471.5
227,6833072611,2022-05-16,2781.15,213.13
228,6833072611,2022-05-23,3047.14,137.23
229,6833072611,2022-05-30,4752.64,493.54
230,6833072611,2022-06-06,3610.82,398.46
231,6833072611,2022-06-13,2294.69,446.51
232,6833072611,2022-06-20,4601.21,130.76
233,6833072611,2022-06-27,1525.78,204.34
234,6833072611,2022-07-04,3814.7,173.35
235,6833072611,2022-07-11,1880.32,252.75
236,6833072611,2022-07-18,3446.55,490.52
237,6833072611,2022-07-25,4135.58,323.32
238,6833072611,2022-08-01,1197.54,306.74
239,6833072611,2022-08-08,1816.34,220.03
240,6833072611,2022-08-15,2003.44,238.98
241,6833072611,2022-08-22,1249.04,330.74
242,6833072611,2022-08-29,1183.01,364.23
243,6833072611,2022-09-05,3923.21,294.43
244,6833072611,2022-09-12,4125.03,486.96
245,6833072611,2022-09-19,2360.21,347.56
246,6833072611,2022-09-26,2294.93,277.35
247,6833072611,2022-10-03,1083.3,129.74
248,6833072611,2022-10-10,4190.11,155.96
249,6833072611,2022-10-17,3796.61,383.55
250,6833072611,2022-10-24,4984.9,378.24
251,6833072611,2022-10-31,1514.98,350.62
252,6833072611,2022-11-07,3096.57,466.96
253,6833072611,2022-11-14,3760.6,307.39
254,6833072611,2022-11-21,3496.86,277.38
255,6833072611,2022-11-28,3033.63,388.94
256,6833072611,2022-12-05,1313.39,346.13
257,6833072611,2022-12-12,1352.87,442.03
258,6833072611,2022-12-19,4769.85,412.08
259,6833072611,2022-12-26,3872.13,477.5
260,6833072611,2023-01-02,1874.11,191.53
261,6833072611,2023-01-09,2924.06,102.99
262,6833072611,2023-01-16,4860.28,112.9
263,6833072611,2023-01-23,3384.45,241.59
264,6833072611,2023-01-30,1411.86,109.85
265,6833072611,2023-02-06,2049.67,142.67
266,6833072611,2023-02-13,4761.31,197.9
267,6833072611,2023-02-20,1376.53,407.87
268,6833072611,2023-02-27,2657.01,437.47
269,6833072611,2023-03-06,4353.72,496.95
270,6833072611,2023-03-13,4215.31,185.66
271,6833072611,2023-03-20,3345.79,310.5
272,6833072611,2023-03-27,3032.76,218.72
273,6833072611,2023-04-03,1840.56,386.76
274,6833072611,2023-04-10,1407.05,119.85
275,6833072611,2023-04-17,2524.97,397.57
276,6833072611,2023-04-24,4474.13,316.05
277,6833072611,2023-05-01,4359.73,110.12
278,6833072611,2023-05-08,2821.48,153.36
279,6833072611,2023-05-15,3330.87,468.4
280,6833072611,2023-05-22,1028.76,367.29
281,6833072611,2023-05-29,4169.4,397.79
282,6833072611,2023-06-05,1079.08,169.55
283,6833072611,2023-06-12,1377.6,134.18
284,6833072611,2023-06-19,3920.74,269.92
285,6833072611,2023-06-26,3899.29,244.3
286,6833072611,2023-07-03,1468.2,387.38
287,6833072611,2023-07-10,3504.23,145.19
288,6833072611,2023-07-17,4697.46,223.57
289,6833072611,2023-07-24,3618.92,112.79
290,6833072611,2023-07-31,2772.17,485.75
291,6833072611,2023-08-07,4546.03,188.54
292,6833072611,2023-08-14,4516.52,217.23
293,6833072611,2023-08-21,4408.94,391.69
294,6833072611,2023-08-28,2408.21,464.32
295,6833072611,2023-09-04,2941.12,227.08
296,6833072611,2023-09-11,2118.74,475.63
297,6833072611,2023-09-18,4034.32,239.96
298,6833072611,2023-09-25,2016.67,184.65
299,6833072611,2023-10-02,1977.97,144.39
300,6833072611,2023-10-09,2938.94,116.43
301,6833072611,2023-10-16,1046.06,347.23
302,6833072611,2023-10-23,1353.92,438.08
303,6833072611,2023-10-30,1426.92,317.07
304,6833072611,2023-11-06,3702.01,191.66
305,6833072611,2023-11-13,4553.06,292.55
306,6833072611,2023-11-20,2261.28,460.45
307,6833072611,2023-11-27,4433.36,383.85
308,6833072611,2023-12-04,2161.93,256.08
309,6833072611,2023-12-11,3758.93,174.11
310,6833072611,2023-12-18,2980.45,395.09
311,6833072611,2023-12-25,3630.85,387.97
312,3122339439,2021-01-04,4567.68,487.31
313,3122339439,2021-01-11,2833.53,123.99
314,3122339439,2021-01-18,4337.4,147.19
315,3122339439,2021-01-25,1877.78,361.27
316,3122339439,2021-02-01,3982.94,377.86
317,3122339439,2021-02-08,2753.97,467.23
318,3122339439,2021-02-15,4328.79,365.47
319,3122339439,2021-02-22,2764.3,285.53
320,3122339439,2021-03-01,1703.87,411.88
321,3122339439,2021-03-08,4463.85,430.91
322,3122339439,2021-03-15,3188.39,435.18
323,3122339439,2021-03-22,4161.64,432.94
324,3122339439,2021-03-29,4927.73,424.0
325,3122339439,2021-04-05,2082.76,428.35
326,3122339439,2021-04-12,2502.54,306.48
327,3122339439,2021-04-19,4185.6,226.69
328,3122339439,2021-04-26,1104.33,387.26
329,3122339439,2021-05-03,4608.7,471.16
330,3122339439,2021-05-10,4195.64,474.06
331,3122339439,2021-05-17,4282.62,112.04
332,3122339439,2021-05-24,2398.62,234.44
333,3122339439,2021-05-31,1876.66,419.17
334,3122339439,2021-06-07,3080.36,434.52
335,3122339439,2021-06-14,3405.4,336.24
336,3122339439,2021-06-21,2536.59,415.84
337,3122339439,2021-06-28,3732.37,235.5
338,3122339439,2021-07-05,4974.29,285.12
339,3122339439,2021-07-12,2266.36,375.12
340,3122339439,2021-07-19,1891.23,432.26
341,3122339439,2021-07-26,3721.45,448.03
342,3122339439,2021-08-02,2316.21,441.77
343,3122339439,2021-08-09,3003.72,123.66
344,3122339439,2021-08-16,1776.68,187.06
345,3122339439,2021-08-23,4071.96,181.25
346,3122339439,2021-08-30,3247.67,361.02
347,3122339439,2021-09-06,4095.43,413.55
348,3122339439,2021-09-13,3870.42,185.27
349,3122339439,2021-09-20,3173.88,216.07
350,3122339439,2021-09-27,4100.39,399.24
351,3122339439,2021-10-04,1918.59,356.54
352,3122339439,2021-10-11,1233.71,407.42
353,3122339439,2021-10-18,4120.81,238.8
354,3122339439,2021-10-25,4225.03,443.32
355,3122339439,2021-11-01,1760.23,240.36
356,3122339439,2021-11-08,2044.32,249.74
357,3122339439,2021-11-15,2787.62,303.99
358,3122339439,2021-11-22,1140.41,122.07
359,3122339439,2021-11-29,3620.94,277.1
360,3122339439,2021-12-06,1358.95,254.49
361,3122339439,2021-12-13,2901.98,354.24
362,3122339439,2021-12-20,1473.32,497.92
363,3122339439,2021-12-27,2898.82,372.32
364,3122339439,2022-01-03,4632.87,112.73
365,3122339439,2022-01-10,3405.44,316.14
366,3122339439,2022-01-17,1229.63,377.21
367,3122339439,2022-01-24,1883.13,380.75
368,3122339439,2022-01-31,2450.52,408.05
369,3122339439,2022-02-07,4767.05,444.21
370,3122339439,2022-02-14,2930.29,190.11
371,3122339439,2022-02-21,4969.69,363.8
372,3122339439,2022-02-28,2583.81,292.61
373,3122339439,2022-03-07,1512.22,302.12
374,3122339439,2022-03-14,1692.66,246.3
375,3122339439,2022-03-21,2967.07,479.12
376,3122339439,2022-03-28,3498.77,248.76
377,3122339439,2022-04-04,1452.36,398.88
378,3122339439,2022-04-11,2867.41,127.26
379,3122339439,2022-04-18,3627.5,240.04
380,3122339439,2022-04-25,2615.57,435.54
381,3122339439,2022-05-02,1549.23,236.15
382,3122339439,2022-05-09,2454.67,101.33
383,3122339439,2022-05-16,4381.32,434.13
384,3122339439,2022-05-23,3647.35,459.58
385,3122339439,2022-05-30,2091.55,188.25
386,3122339439,2022-06-06,1274.08,336.81
387,3122339439,2022-06-13,2985.42,424.16
388,3122339439,2022-06-20,2925.15,181.29
389,3122339439,2022-06-27,4238.39,282.18
390,3122339439,2022-07-04,4823.32,313.79
391,3122339439,2022-07-11,1466.96,440.41
392,3122339439,2022-07-18,4513.64,278.17
393,3122339439,2022-07-25,1103.97,111.89
394,3122339439,2022-08-01,2404.6,386.49
395,3122339439,2022-08-08,2324.21,103.09
396,3122339439,2022-08-15,4394.28,487.49
397,3122339439,2022-08-22,2385.48,129.23
398,3122339439,2022-08-29,2165.65,419.6
399,3122339439,2022-09-05,3169.03,253.59
400,3122339439,2022-09-12,2336.91,146.16
401,3122339439,2022-09-19,2358.06,288.04
402,3122339439,2022-09-26,3692.56,204.83
403,3122339439,2022-10-03,4589.52,293.92
404,3122339439,2022-10-10,2620.65,337.58
405,3122339439,2022-10-17,1670.49,142.63
406,3122339439,2022-10-24,2386.16,115.97
407,3122339439,2022-10-31,2510.33,368.59
408,3122339439,2022-11-07,4248.49,331.91
409,3122339439,2022-11-14,3765.32,433.25
410,3122339439,2022-11-21,4092.52,227.99
411,3122339439,2022-11-28,3293.69,205.94
412,3122339439,2022-12-05,3305.34,270.4
413,3122339439,2022-12-12,2491.2,173.43
414,3122339439,2022-12-19,3247.01,391.73
415,3122339439,2022-12-26,3285.12,127.69
416,3122339439,2023-01-02,4697.31,102.2
417,3122339439,2023-01-09,4540.23,406.43
418,3122339439,2023-01-16,1386.23,194.63
419,3122339439,2023-01-23,2395.87,464.12
420,3122339439,2023-01-30,4919.7,134.87
421,3122339439,2023-02-06,2587.73,159.71
422,3122339439,2023-02-13,2113.75,492.43
423,3122339439,2023-02-20,4937.7,288.86
424,3122339439,2023-02-27,1732.55,318.81
425,3122339439,2023-03-06,2282.74,471.53
426,3122339439,2023-03-13,4272.86,223.54
427,3122339439,2023-03-20,1073.24,499.22
428,3122339439,2023-03-27,3733.38,270.29
429,3122339439,2023-04-03,2153.82,101.77
430,3122339439,2023-04-10,1615.84,102.35
431,3122339439,2023-04-17,3390.34,365.34
432,3122339439,2023-04-24,4067.18,174.8
433,3122339439,2023-05-01,1383.88,360.18
434,3122339439,2023-05-08,2999.58,450.27
435,3122339439,2023-05-15,3133.06,277.93
436,3122339439,2023-05-22,2952.11,412.93
437,3122339439,2023-05-29,1073.22,467.28
438,3122339439,2023-06-05,3856.76,454.12
439,3122339439,2023-06-12,4838.4,190.4
440,3122339439,2023-06-19,3313.36,294.42
441,3122339439,2023-06-26,3150.48,118.92
442,3122339439,2023-07-03,4655.94,481.87
443,3122339439,2023-07-10,3740.5,203.31
444,3122339439,2023-07-17,4148.83,392.34
445,3122339439,2023-07-24,3298.36,168.1
446,3122339439,2023-07-31,1804.72,335.76
447,3122339439,2023-08-07,1515.3,389.57
448,3122339439,2023-08-14,1850.4,464.19
449,3122339439,2023-08-21,4598.9,217.44
450,3122339439,2023-08-28,1333.55,344.57
451,3122339439,2023-09-04,2793.66,157.48
452,3122339439,2023-09-11,3125.93,497.09
453,3122339439,2023-09-18,1275.93,205.56
454,3122339439,2023-09-25,3154.46,417.34
455,3122339439,2023-10-02,1075.04,393.1
456,3122339439,2023-10-09,1559.53,432.27
457,3122339439,2023-10-16,3768.7,282.6
458,3122339439,2023-10-23,4286.33,393.22
459,3122339439,2023-10-30,4036.74,216.03
460,3122339439,2023-11-06,3477.68,156.44
461,3122339439,2023-11-13,4283.44,310.7
462,3122339439,2023-11-20,4299.53,184.46
463,3122339439,2023-11-27,1521.37,375.59
464,3122339439,2023-12-04,1233.59,197.59
465,3122339439,2023-12-11,4634.85,153.1
466,3122339439,2023-12-18,2502.22,478.23
467,3122339439,2023-12-25,1080.01,278.13
468,7250608006,2021-01-04,4145.84,463.59
469,7250608006,2021-01-11,3942.31,455.36
470,7250608006,2021-01-18,1137.47,139.95
471,7250608006,2021-01-25,3950.91,401.33
472,7250608006,2021-02-01,3421.09,392.11
473,7250608006,2021-02-08,4432.21,318.19
474,7250608006,2021-02-15,4789.3,377.7
475,7250608006,2021-02-22,2887.93,268.61
476,7250608006,2021-03-01,4000.67,352.19
477,7250608006,2021-03-08,4269.77,412.39
478,7250608006,2021-03-15,3096.81,478.28
479,7250608006,2021-03-22,3817.03,180.34
480,7250608006,2021-03-29,3473.95,180.73
481,7250608006,2021-04-05,3235.4,415.97
482,7250608006,2021-04-12,4250.02,360.33
483,7250608006,2021-04-19,4133.22,288.89
484,7250608006,2021-04-26,3202.62,451.84
485,7250608006,2021-05-03,2972.32,240.37
486,7250608006,2021-05-10,4187.97,120.19
487,7250608006,2021-05-17,4833.43,236.03
488,7250608006,2021-05-24,3518.46,374.18
489,7250608006,2021-05-31,1548.31,429.14
490,7250608006,2021-06-07,3288.45,231.17
491,7250608006,2021-06-14,4402.74,350.03
492,7250608006,2021-06-21,4143.11,496.92
493,7250608006,2021-06-28,1521.11,399.84
494,7250608006,2021-07-05,4030.68,449.88
495,7250608006,2021-07-12,2632.26,447.86
496,7250608006,2021-07-19,3559.53,127.51
497,7250608006,2021-07-26,1126.07,292.59
498,7250608006,2021-08-02,4143.33,253.69
499,7250608006,2021-08-09,4407.33,296.85
500,7250608006,2021-08-16,1105.15,489.47
501,7250608006,2021-08-23,2958.45,360.05
502,7250608006,2021-08-30,1797.16,218.93
503,7250608006,2021-09-06,2937.14,442.48
504,7250608006,2021-09-13,1407.82,412.14
505,7250608006,2021-09-20,3317.4,299.87
506,7250608006,2021-09-27,4506.35,147.25
507,7250608006,2021-10-04,4963.02,441.85
508,7250608006,2021-10-11,2302.95,280.63
509,7250608006,2021-10-18,1100.01,311.04
510,7250608006,2021-10-25,3190.88,470.63
511,7250608006,2021-11-01,2551.7,328.25
512,7250608006,2021-11-08,3962.47,343.41
513,7250608006,2021-11-15,1624.7,168.73
514,7250608006,2021-11-22,1553.36,187.09
515,7250608006,2021-11-29,2313.32,395.87
516,7250608006,2021-12-06,1243.7,428.18
517,7250608006,2021-12-13,2049.85,345.37
518,7250608006,2021-12-20,3211.07,161.61
519,7250608006,2021-12-27,2149.19,218.37
520,7250608006,2022-01-03,3495.32,415.4
521,7250608006,2022-01-10,4985.15,138.36
522,7250608006,2022-01-17,4754.67,324.61
523,7250608006,2022-01-24,2427.07,213.83
524,7250608006,2022-01-31,1836.16,322.83
525,7250608006,2022-02-07,4784.07,172.86
526,7250608006,2022-02-14,2744.67,181.54
527,7250608006,2022-02-21,1702.52,446.7
528,7250608006,2022-02-28,2047.85,199.19
529,7250608006,2022-03-07,4639.17,254.42
530,7250608006,2022-03-14,1034.87,388.47
531,7250608006,2022-03-21,3068.05,409.65
532,7250608006,2022-03-28,3281.18,240.51
533,7250608006,2022-04-04,1266.26,446.37
534,7250608006,2022-04-11,1828.34,488.54
535,7250608006,2022-04-18,1983.34,430.81
536,7250608006,2022-04-25,4154.99,285.1
537,7250608006,2022-05-02,2606.82,381.3
538,7250608006,2022-05-09,3114.21,352.78
539,7250608006,2022-05-16,2880.86,322.86
540,7250608006,2022-05-23,1756.6,122.16
541,7250608006,2022-05-30,2423.69,286.34
542,7250608006,2022-06-06,4624.12,265.58
543,7250608006,2022-06-13,2735.68,369.93
544,7250608006,2022-06-20,1827.14,448.66
545,7250608006,2022-06-27,2710.56,472.31
546,7250608006,2022-07-04,2085.07,286.24
547,7250608006,2022-07-11,4112.64,322.37
548,7250608006,2022-07-18,3644.98,212.28
549,7250608006,2022-07-25,2313.84,303.05
550,7250608006,2022-08-01,1809.92,150.52
551,7250608006,2022-08-08,4375.21,409.94
552,7250608006,2022-08-15,4728.23,334.62
553,7250608006,2022-08-22,2681.06,141.21
554,7250608006,2022-08-29,4401.87,282.5
555,7250608006,2022-09-05,3244.54,225.41
556,7250608006,2022-09-12,3095.49,412.7
557,7250608006,2022-09-19,3849.04,495.57
558,7250608006,2022-09-26,2982.6,311.88
559,7250608006,2022-10-03,1210.9,255.75
560,7250608006,2022-10-10,4688.42,240.19
561,7250608006,2022-10-17,4064.45,491.04
562,7250608006,2022-10-24,1507.39,233.6
563,7250608006,2022-10-31,2897.5,194.95
564,7250608006,2022-11-07,1049.75,287.44
565,7250608006,2022-11-14,3146.46,350.17
566,7250608006,2022-11-21,4308.86,201.22
567,7250608006,2022-11-28,1244.14,135.93
568,7250608006,2022-12-05,2989.64,468.89
569,7250608006,2022-12-12,4928.84,182.02
570,7250608006,2022-12-19,1607.87,241.39
571,7250608006,2022-12-26,2855.56,423.23
572,7250608006,2023-01-02,4098.43,469.07
573,7250608006,2023-01-09,4432.4,275.52
574,7250608006,2023-01-16,1076.09,194.64
575,7250608006,2023-01-23,3440.22,300.6
576,7250608006,2023-01-30,1960.64,152.64
577,7250608006,2023-02-06,1864.05,203.9
578,7250608006,2023-02-13,4469.16,384.1
579,7250608006,2023-02-20,3209.33,108.38
580,7250608006,2023-02-27,4284.79,320.99
581,7250608006,2023-03-06,3509.36,126.26
582,7250608006,2023-03-13,4259.4,432.81
583,7250608006,2023-03-20,4533.37,311.24
584,7250608006,2023-03-27,2576.18,129.22
585,7250608006,2023-04-03,1775.54,190.23
586,7250608006,2023-04-10,1250.76,161.75
587,7250608006,2023-04-17,4547.21,318.16
588,7250608006,2023-04-24,4057.97,210.01
589,7250608006,2023-05-01,1538.39,249.3
590,7250608006,2023-05-08,4171.94,218.93
591,7250608006,2023-05-15,1818.14,108.96
592,7250608006,2023-05-22,3496.04,274.33
593,7250608006,2023-05-29,2035.03,307.9
594,7250608006,2023-06-05,3802.5,198.99
595,7250608006,2023-06-12,3435.08,204.06
596,7250608006,2023-06-19,4946.64,392.96
597,7250608006,2023-06-26,3410.63,168.93
598,7250608006,2023-07-03,3345.58,420.18
599,7250608006,2023-07-10,3948.43,411.21
600,7250608006,2023-07-17,2271.2,231.31
601,7250608006,2023-07-24,3155.54,211.46
602,7250608006,2023-07-31,1452.05,284.45
603,7250608006,2023-08-07,1007.7,404.3
604,7250608006,2023-08-14,3998.75,320.77
605,7250608006,2023-08-21,3990.48,349.81
